iter	Passed	Remaining
495	9269	140233
496	9289	140234
497	9309	140234
498	9327	140213
499	9347	140207
500	9368	140226
501	9386	140202
502	9407	140219
503	9426	140202
504	9445	140184
505	9465	140185
506	9485	140181
507	9504	140167
508	9523	140151
509	9542	140141
510	9562	140145
511	9581	140128
512	9601	140134
513	9620	140112
514	9640	140110
515	9660	140112
516	9679	140096
517	9697	140075
518	9716	140054
519	9735	140039
520	9754	140033
521	9774	140032
522	9793	140017
523	9813	140012
524	9833	140006
525	9853	140006
526	9871	139984
527	9891	139974
528	9910	139961
529	9930	139958
530	9949	139955
531	9969	139942
532	9988	139927
533	10007	139917
534	10026	139897
535	10044	139874
536	10063	139859
537	10083	139855
538	10101	139824
539	10120	139813
540	10140	139809
541	10157	139772
542	10176	139751
543	10194	139731
544	10213	139712
545	10233	139714
546	10251	139678
547	10269	139650
548	10288	139639
549	10308	139629
550	10327	139618
551	10346	139607
552	10365	139590
553	10383	139560
554	10402	139539
555	10421	139531
556	10441	139532
557	10459	139502
558	10476	139459
559	10495	139438
560	10514	139428
561	10533	139404
562	10552	139391
563	10571	139374
564	10589	139355
565	10607	139325
566	10627	139316
567	10646	139307
568	10665	139290
569	10684	139270
570	10701	139232
571	10720	139219
572	10740	139213
573	10760	139207
574	10778	139177
575	10794	139134
576	10814	139121
577	10833	139111
578	10854	139117
579	10872	139098
580	10890	139063
581	10907	139026
582	10925	139001
583	10945	138991
584	10964	138973
585	10983	138957
586	11001	138938
587	11020	138915
588	11039	138898
589	11058	138887
590	11079	138890
591	11097	138868
592	11115	138840
593	11135	138832
594	11154	138817
595	11173	138802
596	11189	138756
597	11207	138730
598	11227	138718
599	11247	138720
600	11266	138705
601	11283	138667
602	11302	138648
603	11321	138632
604	11341	138633
605	11362	138631
606	11379	138591
607	11396	138562
608	11415	138536
609	11434	138520
610	11453	138508
611	11472	138493
612	11492	138490
613	11510	138459
614	11528	138433
615	11545	138399
616	11565	138392
617	11584	138376
618	11601	138342
619	11619	138308
620	11637	138278
621	11655	138253
622	11672	138215
623	11692	138212
624	11711	138192
625	11729	138164
626	11746	138133
627	11765	138108
628	11782	138074
629	11799	138034
630	11819	138030
631	11837	138008
632	11856	137988
633	11874	137960
634	11892	137936
635	11910	137905
636	11928	137881
637	11946	137850
638	11964	137827
639	11982	137803
640	12001	137779
641	12018	137748
642	12035	137711
643	12054	137690
644	12072	137665
645	12091	137643
646	12108	137609
647	12127	137595
648	12146	137578
649	12164	137549
650	12181	137512
651	12200	137499
652	12220	137490
653	12238	137463
654	12256	137436
655	12274	137415
656	12292	137390
657	12310	137360
658	12329	137342
659	12349	137339
660	12367	137318
661	12386	137298
662	12405	137285
663	12425	137277
664	12445	137271
665	12463	137249
666	12481	137225
667	12502	137225
668	12522	137219
669	12541	137210
670	12560	137195
671	12581	137198
672	12600	137179
673	12618	137159
674	12637	137144
675	12656	137126
676	12674	137099
677	12693	137082
678	12712	137064
679	12732	137057
680	12751	137040
681	12769	137018
682	12788	137007
683	12809	137007
684	12828	136993
685	12847	136972
686	12866	136960
687	12884	136940
688	12903	136920
689	12922	136908
690	12942	136893
691	12960	136866
692	12978	136849
693	12997	136830
694	13016	136808
695	13035	136794
696	13054	136781
697	13072	136755
698	13091	136739
699	13110	136720
700	13129	136708
701	13147	136680
702	13166	136665
703	13184	136639
704	13203	136624
705	13222	136604
706	13239	136570
707	13257	136548
708	13276	136530
709	13295	136509
710	13314	136493
711	13332	136472
712	13351	136454
713	13369	136427
714	13387	136406
715	13407	136392
716	13425	136371
717	13444	136352
718	13463	136335
719	13480	136306
720	13498	136280
721	13518	136272
722	13537	136251
723	13555	136228
724	13574	136216
725	13593	136195
726	13610	136163
727	13629	136144
728	13647	136115
729	13665	136092
730	13684	136078
731	13701	136043
732	13719	136018
733	13739	136008
734	13758	135991
735	13775	135961
736	13794	135942
737	13812	135917
738	13830	135893
739	13849	135870
740	13867	135847
741	13885	135826
742	13904	135808
743	13923	135792
744	13942	135772
745	13959	135742
746	13978	135721
747	13996	135697
748	14014	135674
749	14033	135653
750	14051	135628
751	14068	135599
752	14087	135580
753	14105	135558
754	14124	135535
755	14143	135518
756	14162	135503
757	14180	135484
758	14199	135464
759	14216	135430
760	14234	135405
761	14252	135383
762	14271	135364
763	14289	135337
764	14306	135304
765	14324	135278
766	14342	135253
767	14360	135230
768	14380	135217
769	14398	135192
770	14414	135152
771	14431	135116
772	14448	135080
773	14465	135052
774	14482	135018
775	14500	134991
776	14520	134981
777	14540	134972
778	14559	134958
779	14576	134925
780	14593	134891
781	14611	134862
782	14629	134837
783	14647	134813
784	14666	134798
785	14684	134777
786	14702	134752
787	14720	134730
788	14738	134700
789	14755	134667
790	14773	134646
791	14791	134619
792	14808	134584
793	14826	134555
794	14844	134532
795	14862	134511
796	14880	134482
797	14897	134452
798	14914	134419
799	14932	134392
800	14950	134369
801	14969	134353
802	14987	134329
803	15005	134305
804	15023	134282
805	15041	134252
806	15060	134238
807	15078	134212
808	15096	134191
809	15115	134170
810	15132	134142
811	15149	134106
812	15167	134078
813	15185	134056
814	15204	134038
815	15220	134002
816	15238	133977
817	15257	133959
818	15275	133937
819	15293	133907
820	15310	133874
821	15328	133852
822	15347	133834
823	15365	133813
824	15383	133785
825	15402	133771
826	15420	133746
827	15438	133724
828	15456	133698
829	15472	133662
830	15490	133635
831	15508	133609
832	15526	133591
833	15545	133573
834	15562	133542
835	15579	133510
836	15597	133482
837	15615	133458
838	15633	133431
839	15650	133403
840	15667	133372
841	15686	133350
842	15703	133318
843	15721	133299
844	15740	133278
845	15757	133249
846	15776	133232
847	15794	133211
848	15812	133190
849	15830	133166
850	15848	133136
851	15865	133102
852	15883	133081
853	15901	133058
854	15919	133036
855	15938	133015
856	15956	132994
857	15975	132977
858	15993	132952
859	16010	132922
860	16028	132901
861	16046	132875
862	16065	132859
863	16083	132838
864	16102	132820
865	16120	132795
866	16137	132763
867	16154	132738
868	16173	132721
869	16192	132700
870	16210	132680
871	16227	132651
872	16245	132624
873	16263	132604
874	16281	132577
875	16300	132565
876	16319	132548
877	16338	132530
878	16356	132505
879	16373	132478
880	16390	132448
881	16408	132422
882	16426	132401
883	16445	132383
884	16465	132371
885	16484	132356
886	16502	132338
887	16521	132318
888	16539	132299
889	16558	132282
890	16576	132257
891	16593	132223
892	16611	132202
893	16629	132181
894	16648	132161
895	16667	132153
896	16685	132129
897	16703	132103
898	16722	132086
899	16740	132066
900	16759	132047
901	16778	132031
902	16795	132005
903	16813	131982
904	16832	131964
905	16850	131942
906	16869	131925
907	16888	131910
908	16906	131887
909	16924	131860
910	16942	131838
911	16960	131813
912	16977	131781
913	16996	131773
914	17015	131750
915	17033	131731
916	17052	131713
917	17069	131685
918	17087	131657
919	17105	131640
920	17123	131615
921	17141	131594
922	17160	131574
923	17176	131541
924	17196	131528
925	17215	131511
926	17232	131484
927	17250	131458
928	17269	131441
929	17288	131431
930	17307	131411
931	17324	131382
932	17341	131356
933	17360	131334
934	17378	131314
935	17397	131296
936	17415	131278
937	17435	131265
938	17452	131241
939	17470	131217
940	17488	131190
941	17506	131164
942	17524	131147
943	17543	131131
944	17562	131117
945	17580	131094
946	17598	131070
947	17616	131044
948	17633	131018
949	17652	131001
950	17670	130979
951	17689	130959
952	17706	130934
953	17723	130904
954	17741	130878
955	17760	130866
956	17778	130843
957	17797	130824
958	17816	130805
959	17834	130786
960	17852	130766
961	17871	130747
962	17890	130732
963	17908	130709
964	17927	130693
965	17946	130680
966	17963	130649
967	17981	130627
968	18000	130608
969	18017	130584
970	18035	130558
971	18054	130541
972	18072	130521
973	18091	130502
974	18109	130479
975	18127	130462
976	18146	130442
977	18165	130429
978	18184	130410
979	18202	130390
980	18220	130366
981	18238	130344
982	18258	130332
983	18275	130307
984	18295	130294
985	18312	130268
986	18330	130247
987	18350	130238
988	18369	130218
989	18388	130205
990	18406	130182
991	18423	130154
992	18442	130136
993	18461	130122
994	18480	130103
995	18498	130082
996	18516	130060
997	18534	130035
998	18553	130019
999	18570	129994
1000	18588	129971
1001	18607	129957
1002	18627	129945
1003	18645	129922
1004	18663	129901
1005	18681	129882
1006	18700	129860
1007	18717	129835
1008	18736	129820
1009	18754	129795
1010	18771	129766
1011	18788	129738
1012	18806	129711
1013	18825	129696
1014	18844	129683
1015	18862	129660
1016	18881	129645
1017	18899	129623
1018	18917	129598
1019	18934	129569
1020	18953	129557
1021	18971	129536
1022	18990	129517
1023	19009	129501
1024	19029	129494
1025	19046	129465
1026	19064	129441
1027	19083	129423
1028	19100	129394
1029	19117	129369
1030	19135	129348
1031	19153	129324
1032	19172	129305
1033	19190	129286
1034	19210	129274
1035	19227	129249
1036	19247	129235
1037	19265	129212
1038	19283	129192
1039	19301	129171
1040	19320	129155
1041	19339	129137
1042	19356	129113
1043	19374	129091
1044	19392	129069
1045	19411	129050
1046	19429	129028
1047	19447	129006
1048	19467	128995
1049	19485	128977
1050	19503	128954
1051	19522	128935
1052	19540	128915
1053	19558	128892
1054	19576	128870
1055	19594	128848
1056	19613	128832
1057	19631	128810
1058	19648	128781
1059	19666	128757
1060	19685	128743
1061	19704	128729
1062	19722	128703
1063	19741	128687
1064	19759	128667
1065	19777	128643
1066	19795	128621
1067	19813	128600
1068	19831	128578
1069	19848	128552
1070	19867	128537
1071	19885	128514
1072	19903	128493
1073	19921	128469
1074	19940	128454
1075	19959	128436
1076	19977	128416
1077	19995	128393
1078	20014	128375
1079	20032	128355
1080	20051	128340
1081	20069	128318
1082	20088	128301
1083	20107	128286
1084	20125	128265
1085	20143	128241
1086	20161	128222
1087	20179	128197
1088	20196	128171
1089	20214	128146
1090	20232	128125
1091	20250	128106
1092	20269	128086
1093	20287	128067
1094	20307	128055
1095	20324	128031
1096	20341	127999
1097	20360	127983
1098	20378	127964
1099	20396	127940
1100	20414	127917
1101	20433	127901
1102	20452	127888
1103	20469	127862
1104	20487	127839
1105	20505	127817
1106	20523	127793
1107	20540	127766
1108	20558	127743
1109	20576	127724
1110	20594	127702
1111	20613	127684
1112	20632	127667
1113	20650	127648
1114	20668	127624
1115	20686	127602
1116	20704	127581
1117	20723	127563
1118	20741	127545
1119	20759	127522
1120	20776	127495
1121	20794	127471
1122	20811	127445
1123	20830	127428
1124	20848	127409
1125	20866	127383
1126	20884	127363
1127	20901	127335
1128	20918	127310
1129	20936	127288
1130	20954	127264
1131	20971	127238
1132	20991	127225
1133	21008	127201
1134	21027	127185
1135	21045	127160
1136	21062	127137
1137	21080	127111
1138	21097	127083
1139	21116	127067
1140	21133	127040
1141	21152	127025
1142	21170	127004
1143	21188	126982
1144	21206	126962
1145	21223	126936
1146	21241	126912
1147	21261	126903
1148	21279	126880
1149	21298	126862
1150	21315	126839
1151	21333	126815
1152	21351	126792
1153	21369	126772
1154	21388	126755
1155	21407	126740
1156	21425	126716
1157	21442	126693
1158	21460	126672
1159	21478	126651
1160	21498	126637
1161	21517	126626
1162	21536	126605
1163	21554	126584
1164	21570	126555
1165	21588	126533
1166	21608	126518
1167	21627	126506
1168	21647	126493
1169	21664	126469
1170	21682	126446
1171	21700	126423
1172	21718	126404
1173	21737	126390
1174	21756	126372
1175	21776	126361
1176	21794	126340
1177	21813	126325
1178	21831	126304
1179	21849	126282
1180	21868	126266
1181	21886	126248
1182	21904	126224
1183	21921	126198
1184	21938	126172
1185	21957	126155
1186	21976	126139
1187	21994	126117
1188	22012	126094
1189	22030	126075
1190	22047	126049
1191	22064	126021
1192	22083	126002
1193	22101	125982
1194	22119	125962
1195	22137	125940
1196	22155	125917
1197	22173	125895
1198	22191	125873
1199	22208	125849
1200	22226	125829
1201	22245	125811
1202	22263	125789
1203	22281	125770
1204	22299	125748
1205	22317	125726
1206	22335	125702
1207	22353	125681
1208	22371	125664
1209	22390	125646
1210	22409	125629
1211	22427	125608
1212	22446	125592
1213	22464	125571
1214	22482	125551
1215	22502	125538
1216	22520	125518
1217	22538	125496
1218	22556	125476
1219	22574	125457
1220	22594	125444
1221	22613	125427
1222	22631	125408
1223	22649	125388
1224	22667	125367
1225	22685	125345
1226	22704	125329
1227	22723	125312
1228	22742	125294
1229	22761	125281
1230	22780	125262
1231	22798	125243
1232	22817	125228
1233	22837	125216
1234	22856	125203
1235	22875	125183
1236	22892	125159
1237	22911	125142
1238	22929	125122
1239	22949	125112
1240	22968	125094
1241	22986	125074
1242	23003	125048
1243	23021	125029
1244	23041	125014
1245	23060	125001
1246	23080	124988
1247	23097	124965
1248	23115	124944
1249	23135	124932
1250	23153	124912
1251	23172	124894
1252	23191	124878
1253	23209	124857
1254	23227	124838
1255	23246	124820
1256	23264	124801
1257	23284	124786
1258	23301	124761
1259	23318	124736
1260	23335	124709
1261	23352	124683
1262	23369	124656
1263	23387	124632
1264	23406	124619
1265	23424	124599
1266	23442	124575
1267	23460	124554
1268	23477	124529
1269	23494	124503
1270	23511	124477
1271	23529	124452
1272	23547	124432
1273	23565	124411
1274	23583	124390
1275	23601	124369
1276	23619	124347
1277	23637	124326
1278	23654	124301
1279	23672	124279
1280	23690	124258
1281	23708	124237
1282	23725	124213
1283	23743	124191
1284	23761	124170
1285	23778	124146
1286	23796	124122
1287	23813	124097
1288	23830	124071
1289	23848	124048
1290	23867	124034
1291	23885	124012
1292	23904	123997
1293	23922	123974
1294	23939	123948
1295	23956	123923
1296	23973	123899
1297	23992	123880
1298	24010	123859
1299	24028	123837
1300	24046	123819
1301	24065	123799
1302	24082	123776
1303	24099	123751
1304	24116	123725
1305	24135	123709
1306	24153	123689
1307	24171	123666
1308	24189	123646
1309	24207	123625
1310	24225	123601
1311	24243	123582
1312	24262	123565
1313	24280	123546
1314	24298	123523
1315	24317	123509
1316	24334	123485
1317	24353	123465
1318	24370	123441
1319	24388	123420
1320	24407	123405
1321	24425	123385
1322	24444	123368
1323	24462	123348
1324	24480	123327
1325	24498	123305
1326	24516	123282
1327	24533	123259
1328	24552	123241
1329	24569	123218
1330	24587	123195
1331	24605	123175
1332	24622	123150
1333	24639	123125
1334	24658	123109
1335	24678	123094
1336	24696	123076
1337	24714	123054
1338	24731	123031
1339	24749	123006
1340	24766	122983
1341	24783	122959
1342	24802	122940
1343	24820	122922
1344	24838	122901
1345	24856	122880
1346	24874	122858
1347	24891	122834
1348	24909	122811
1349	24927	122791
1350	24947	122781
1351	24965	122759
1352	24983	122738
1353	25001	122716
1354	25019	122696
1355	25037	122674
1356	25056	122661
1357	25075	122643
1358	25093	122622
1359	25111	122602
1360	25128	122577
1361	25145	122553
1362	25163	122530
1363	25183	122520
1364	25202	122506
1365	25220	122481
1366	25237	122459
1367	25256	122441
1368	25274	122422
1369	25293	122403
1370	25312	122392
1371	25331	122372
1372	25349	122355
1373	25367	122332
1374	25385	122310
1375	25403	122289
1376	25421	122269
1377	25439	122251
1378	25457	122229
1379	25476	122212
1380	25494	122193
1381	25512	122172
1382	25530	122151
1383	25550	122138
1384	25569	122124
1385	25587	122105
1386	25606	122086
1387	25623	122064
1388	25642	122044
1389	25660	122025
1390	25679	122010
1391	25698	121996
1392	25716	121975
1393	25733	121949
1394	25752	121932
1395	25771	121916
1396	25790	121902
1397	25809	121882
1398	25827	121864
1399	25845	121844
1400	25862	121819
1401	25882	121805
1402	25900	121786
1403	25918	121765
1404	25936	121746
1405	25954	121725
1406	25972	121704
1407	25989	121680
1408	26006	121654
1409	26024	121632
1410	26043	121614
1411	26061	121595
1412	26079	121575
1413	26097	121553
1414	26115	121532
1415	26133	121511
1416	26149	121485
1417	26168	121466
1418	26186	121449
1419	26204	121425
1420	26222	121407
1421	26240	121384
1422	26258	121365
1423	26276	121342
1424	26293	121319
1425	26311	121299
1426	26329	121276
1427	26347	121256
1428	26365	121238
1429	26384	121220
1430	26401	121196
1431	26419	121174
1432	26437	121153
1433	26455	121135
1434	26472	121111
1435	26492	121098
1436	26510	121079
1437	26527	121053
1438	26545	121031
1439	26563	121013
1440	26582	120996
1441	26600	120975
1442	26619	120958
1443	26637	120940
1444	26655	120917
1445	26672	120894
1446	26689	120867
1447	26709	120855
1448	26726	120833
1449	26744	120811
1450	26763	120795
1451	26781	120773
1452	26798	120749
1453	26815	120724
1454	26834	120708
1455	26851	120685
1456	26869	120665
1457	26887	120645
1458	26906	120628
1459	26923	120604
1460	26941	120581
1461	26959	120560
1462	26976	120538
1463	26995	120521
1464	27014	120506
1465	27032	120486
1466	27051	120466
1467	27068	120443
1468	27085	120419
1469	27104	120404
1470	27123	120388
1471	27141	120368
1472	27159	120345
1473	27176	120323
1474	27195	120304
1475	27214	120287
1476	27233	120271
1477	27252	120257
1478	27270	120239
1479	27289	120220
1480	27306	120195
1481	27322	120167
1482	27341	120150
1483	27360	120135
1484	27378	120115
1485	27396	120092
1486	27414	120072
1487	27431	120048
1488	27448	120025
1489	27466	120003
1490	27486	119993
1491	27505	119976
1492	27524	119959
1493	27542	119941
1494	27560	119921
1495	27578	119900
1496	27596	119881
1497	27615	119862
1498	27634	119846
1499	27652	119827
1500	27669	119803
1501	27687	119780
1502	27704	119757
1503	27723	119741
1504	27743	119729
1505	27762	119716
1506	27780	119694
1507	27798	119674
1508	27815	119650
1509	27834	119631
1510	27853	119616
1511	27872	119599
1512	27891	119582
1513	27908	119561
1514	27926	119540
1515	27945	119525
1516	27965	119512
1517	27982	119489
1518	27999	119462
1519	28018	119445
1520	28036	119426
1521	28054	119406
1522	28072	119387
1523	28090	119368
1524	28108	119347
1525	28127	119328
1526	28145	119308
1527	28161	119281
1528	28178	119258
1529	28197	119238
1530	28217	119229
1531	28236	119213
1532	28255	119194
1533	28272	119170
1534	28290	119151
1535	28307	119129
1536	28326	119112
1537	28345	119096
1538	28363	119077
1539	28381	119056
1540	28399	119034
1541	28417	119015
1542	28436	118996
1543	28454	118980
1544	28474	118965
1545	28492	118945
1546	28510	118925
1547	28529	118907
1548	28546	118885
1549	28565	118867
1550	28584	118854
1551	28603	118837
1552	28621	118818
1553	28640	118800
1554	28657	118775
1555	28675	118754
1556	28693	118736
1557	28712	118721
1558	28730	118699
1559	28747	118677
1560	28766	118658
1561	28783	118633
1562	28801	118615
1563	28820	118598
1564	28838	118579
1565	28856	118556
1566	28873	118533
1567	28891	118513
1568	28909	118495
1569	28927	118472
1570	28944	118450
1571	28962	118429
1572	28980	118410
1573	28998	118390
1574	29016	118369
1575	29035	118353
1576	29053	118332
1577	29070	118309
1578	29088	118288
1579	29106	118267
1580	29124	118247
1581	29143	118230
1582	29160	118208
1583	29178	118189
1584	29196	118168
1585	29214	118149
1586	29232	118127
1587	29251	118112
1588	29270	118095
1589	29287	118072
1590	29305	118052
1591	29322	118027
1592	29339	118004
1593	29357	117983
1594	29375	117963
1595	29394	117945
1596	29413	117928
1597	29431	117908
1598	29448	117887
1599	29466	117866
1600	29484	117847
1601	29502	117826
1602	29520	117804
1603	29539	117790
1604	29558	117773
1605	29576	117752
1606	29594	117732
1607	29611	117709
1608	29629	117689
1609	29648	117671
1610	29665	117650
1611	29684	117631
1612	29701	117608
1613	29718	117585
1614	29735	117560
1615	29753	117542
1616	29772	117524
1617	29790	117506
1618	29809	117487
1619	29827	117467
1620	29845	117447
1621	29862	117426
1622	29881	117408
1623	29899	117389
1624	29919	117374
1625	29936	117353
1626	29954	117333
1627	29971	117309
1628	29989	117286
1629	30006	117265
1630	30024	117246
1631	30043	117229
1632	30061	117209
1633	30080	117191
1634	30098	117173
1635	30115	117150
1636	30134	117130
1637	30152	117113
1638	30171	117094
1639	30189	117075
1640	30207	117057
1641	30225	117035
1642	30243	117016
1643	30261	116995
1644	30279	116977
1645	30297	116957
1646	30316	116939
1647	30334	116921
1648	30353	116904
1649	30371	116882
1650	30388	116858
1651	30406	116839
1652	30424	116820
1653	30443	116804
1654	30461	116785
1655	30479	116765
1656	30498	116747
1657	30515	116725
1658	30534	116707
1659	30553	116694
1660	30572	116677
1661	30589	116652
1662	30606	116627
1663	30623	116605
1664	30641	116583
1665	30659	116564
1666	30679	116553
1667	30697	116532
1668	30716	116516
1669	30734	116495
