iter	Passed	Remaining
1670	30751	116473
1671	30770	116458
1672	30788	116437
1673	30806	116416
1674	30826	116404
1675	30845	116387
1676	30861	116362
1677	30878	116337
1678	30896	116318
1679	30914	116298
1680	30933	116281
1681	30953	116267
1682	30970	116245
1683	30988	116225
1684	31007	116209
1685	31025	116190
1686	31044	116171
1687	31062	116152
1688	31081	116137
1689	31100	116120
1690	31117	116097
1691	31136	116079
1692	31153	116058
1693	31173	116043
1694	31190	116021
1695	31208	116000
1696	31225	115979
1697	31245	115964
1698	31262	115942
1699	31280	115923
1700	31299	115907
1701	31317	115885
1702	31335	115866
1703	31352	115843
1704	31370	115822
1705	31388	115802
1706	31407	115785
1707	31426	115768
1708	31443	115746
1709	31461	115726
1710	31478	115703
1711	31496	115684
1712	31516	115669
1713	31535	115652
1714	31553	115633
1715	31571	115614
1716	31589	115594
1717	31607	115573
1718	31624	115552
1719	31641	115529
1720	31659	115507
1721	31677	115488
1722	31695	115470
1723	31714	115452
1724	31732	115431
1725	31749	115409
1726	31767	115388
1727	31785	115368
1728	31802	115344
1729	31819	115323
1730	31837	115301
1731	31856	115286
1732	31874	115265
1733	31891	115242
1734	31908	115219
1735	31925	115197
1736	31942	115175
1737	31960	115153
1738	31978	115135
1739	31996	115115
1740	32014	115095
1741	32034	115080
1742	32052	115061
1743	32069	115039
1744	32087	115017
1745	32105	115000
1746	32123	114980
1747	32141	114959
1748	32160	114941
1749	32177	114918
1750	32195	114898
1751	32213	114878
1752	32230	114856
1753	32248	114836
1754	32266	114816
1755	32283	114795
1756	32301	114774
1757	32320	114756
1758	32337	114734
1759	32354	114712
1760	32372	114690
1761	32389	114669
1762	32409	114655
1763	32427	114634
1764	32445	114617
1765	32463	114596
1766	32481	114575
1767	32499	114556
1768	32518	114541
1769	32536	114522
1770	32554	114500
1771	32572	114481
1772	32589	114459
1773	32608	114441
1774	32626	114420
1775	32642	114395
1776	32660	114376
1777	32679	114360
1778	32697	114340
1779	32715	114320
1780	32732	114296
1781	32750	114275
1782	32768	114256
1783	32787	114240
1784	32804	114220
1785	32823	114203
1786	32842	114186
1787	32859	114164
1788	32876	114140
1789	32895	114122
1790	32913	114105
1791	32933	114090
1792	32952	114073
1793	32971	114060
1794	32989	114038
1795	33007	114019
1796	33025	113999
1797	33043	113979
1798	33060	113957
1799	33080	113944
1800	33098	113924
1801	33115	113900
1802	33133	113882
1803	33152	113863
1804	33171	113848
1805	33189	113829
1806	33207	113811
1807	33225	113789
1808	33243	113770
1809	33261	113749
1810	33278	113726
1811	33296	113707
1812	33314	113689
1813	33332	113669
1814	33351	113651
1815	33369	113631
1816	33386	113610
1817	33404	113591
1818	33423	113572
1819	33440	113549
1820	33458	113531
1821	33478	113516
1822	33495	113493
1823	33513	113474
1824	33531	113454
1825	33548	113432
1826	33566	113414
1827	33584	113395
1828	33603	113376
1829	33620	113354
1830	33638	113334
1831	33655	113311
1832	33673	113291
1833	33691	113272
1834	33710	113255
1835	33727	113234
1836	33746	113217
1837	33764	113199
1838	33782	113176
1839	33799	113156
1840	33817	113135
1841	33836	113117
1842	33853	113097
1843	33871	113074
1844	33888	113053
1845	33907	113038
1846	33925	113016
1847	33942	112993
1848	33961	112976
1849	33979	112957
1850	33997	112938
1851	34015	112919
1852	34033	112901
1853	34051	112880
1854	34070	112864
1855	34089	112848
1856	34108	112831
1857	34127	112815
1858	34144	112791
1859	34162	112774
1860	34180	112752
1861	34198	112734
1862	34216	112714
1863	34233	112691
1864	34251	112671
1865	34269	112651
1866	34287	112633
1867	34306	112617
1868	34325	112599
1869	34344	112584
1870	34362	112565
1871	34380	112544
1872	34398	112524
1873	34415	112502
1874	34433	112481
1875	34451	112461
1876	34469	112444
1877	34488	112426
1878	34506	112407
1879	34523	112386
1880	34540	112363
1881	34558	112343
1882	34577	112327
1883	34596	112310
1884	34614	112292
1885	34632	112271
1886	34649	112249
1887	34668	112230
1888	34686	112211
1889	34705	112195
1890	34723	112175
1891	34741	112156
1892	34759	112137
1893	34777	112117
1894	34794	112095
1895	34811	112073
1896	34829	112052
1897	34848	112035
1898	34866	112016
1899	34885	112001
1900	34903	111982
1901	34920	111960
1902	34939	111941
1903	34956	111919
1904	34974	111899
1905	34992	111880
1906	35011	111862
1907	35028	111843
1908	35046	111823
1909	35064	111802
1910	35082	111782
1911	35100	111762
1912	35118	111744
1913	35137	111729
1914	35156	111711
1915	35174	111690
1916	35191	111668
1917	35208	111648
1918	35226	111627
1919	35243	111604
1920	35261	111584
1921	35279	111566
1922	35298	111548
1923	35316	111531
1924	35334	111511
1925	35352	111489
1926	35369	111468
1927	35387	111449
1928	35406	111432
1929	35425	111415
1930	35442	111394
1931	35461	111378
1932	35478	111355
1933	35497	111336
1934	35514	111315
1935	35531	111293
1936	35550	111275
1937	35569	111259
1938	35587	111240
1939	35606	111224
1940	35625	111207
1941	35643	111189
1942	35662	111171
1943	35681	111155
1944	35700	111139
1945	35718	111120
1946	35737	111102
1947	35754	111082
1948	35773	111065
1949	35792	111049
1950	35811	111032
1951	35829	111014
1952	35847	110992
1953	35865	110972
1954	35883	110955
1955	35902	110937
1956	35923	110928
1957	35941	110909
1958	35959	110888
1959	35978	110873
1960	35997	110854
1961	36015	110836
1962	36034	110820
1963	36052	110800
1964	36071	110783
1965	36091	110769
1966	36110	110754
1967	36129	110737
1968	36148	110720
1969	36166	110701
1970	36184	110683
1971	36203	110667
1972	36222	110651
1973	36241	110634
1974	36259	110615
1975	36278	110597
1976	36298	110584
1977	36318	110572
1978	36339	110559
1979	36357	110540
1980	36375	110523
1981	36394	110505
1982	36413	110489
1983	36431	110469
1984	36450	110454
1985	36469	110437
1986	36488	110421
1987	36507	110402
1988	36524	110382
1989	36542	110362
1990	36560	110344
1991	36579	110325
1992	36599	110312
1993	36618	110297
1994	36639	110284
1995	36657	110266
1996	36676	110249
1997	36694	110231
1998	36713	110215
1999	36733	110201
2000	36753	110187
2001	36772	110171
2002	36791	110154
2003	36809	110133
2004	36828	110119
2005	36847	110101
2006	36865	110081
2007	36884	110064
2008	36902	110045
2009	36920	110028
2010	36940	110013
2011	36957	109991
2012	36975	109971
2013	36993	109951
2014	37013	109938
2015	37033	109924
2016	37053	109912
2017	37071	109890
2018	37088	109869
2019	37109	109857
2020	37128	109841
2021	37147	109824
2022	37164	109804
2023	37182	109784
2024	37201	109768
2025	37219	109747
2026	37237	109729
2027	37256	109713
2028	37275	109695
2029	37293	109675
2030	37310	109654
2031	37329	109636
2032	37347	109617
2033	37366	109599
2034	37384	109582
2035	37403	109564
2036	37421	109545
2037	37440	109527
2038	37456	109505
2039	37475	109486
2040	37493	109467
2041	37512	109451
2042	37531	109435
2043	37550	109416
2044	37569	109401
2045	37588	109384
2046	37606	109364
2047	37625	109348
2048	37649	109348
2049	37667	109328
2050	37686	109309
2051	37706	109296
2052	37725	109279
2053	37745	109266
2054	37764	109249
2055	37782	109230
2056	37801	109213
2057	37819	109194
2058	37838	109178
2059	37856	109158
2060	37875	109143
2061	37893	109124
2062	37913	109109
2063	37932	109093
2064	37952	109078
2065	37971	109062
2066	37990	109046
2067	38009	109028
2068	38028	109013
2069	38048	108999
2070	38066	108980
2071	38088	108972
2072	38108	108956
2073	38128	108943
2074	38148	108929
2075	38167	108913
2076	38187	108900
2077	38206	108883
2078	38226	108868
2079	38244	108849
2080	38263	108831
2081	38283	108818
2082	38303	108804
2083	38322	108787
2084	38342	108773
2085	38361	108757
2086	38380	108742
2087	38401	108731
2088	38421	108716
2089	38439	108696
2090	38457	108678
2091	38477	108665
2092	38499	108656
2093	38519	108641
2094	38537	108623
2095	38556	108605
2096	38576	108591
2097	38595	108574
2098	38613	108555
2099	38630	108534
2100	38650	108518
2101	38669	108502
2102	38688	108487
2103	38707	108470
2104	38726	108451
2105	38744	108432
2106	38763	108416
2107	38782	108400
2108	38802	108385
2109	38821	108369
2110	38841	108354
2111	38860	108339
2112	38880	108323
2113	38900	108309
2114	38917	108289
2115	38936	108270
2116	38956	108256
2117	38974	108239
2118	38994	108222
2119	39011	108202
2120	39030	108184
2121	39048	108165
2122	39067	108148
2123	39085	108129
2124	39105	108114
2125	39124	108098
2126	39143	108082
2127	39162	108064
2128	39181	108049
2129	39201	108035
2130	39220	108016
2131	39238	107998
2132	39258	107983
2133	39277	107966
2134	39296	107949
2135	39314	107931
2136	39333	107914
2137	39351	107894
2138	39371	107880
2139	39390	107862
2140	39408	107845
2141	39427	107827
2142	39446	107809
2143	39464	107791
2144	39484	107776
2145	39503	107759
2146	39522	107743
2147	39542	107728
2148	39560	107710
2149	39579	107693
2150	39598	107675
2151	39617	107659
2152	39635	107640
2153	39655	107626
2154	39676	107613
2155	39696	107599
2156	39715	107584
2157	39735	107570
2158	39754	107552
2159	39774	107537
2160	39793	107520
2161	39811	107503
2162	39831	107488
2163	39851	107474
2164	39870	107457
2165	39889	107438
2166	39908	107424
2167	39927	107406
2168	39946	107389
2169	39965	107372
2170	39984	107356
2171	40004	107342
2172	40023	107324
2173	40042	107307
2174	40061	107290
2175	40079	107270
2176	40097	107252
2177	40116	107234
2178	40136	107220
2179	40155	107203
2180	40172	107182
2181	40189	107160
2182	40208	107143
2183	40227	107126
2184	40245	107107
2185	40264	107089
2186	40282	107069
2187	40299	107047
2188	40317	107029
2189	40336	107012
2190	40357	106999
2191	40375	106979
2192	40394	106963
2193	40413	106945
2194	40431	106927
2195	40449	106907
2196	40468	106890
2197	40486	106871
2198	40504	106852
2199	40523	106834
2200	40541	106815
2201	40560	106799
2202	40579	106780
2203	40597	106761
2204	40617	106746
2205	40636	106730
2206	40654	106711
2207	40671	106688
2208	40689	106670
2209	40708	106652
2210	40727	106636
2211	40747	106620
2212	40765	106601
2213	40783	106583
2214	40803	106568
2215	40821	106549
2216	40839	106529
2217	40857	106509
2218	40876	106491
2219	40895	106474
2220	40913	106456
2221	40931	106436
2222	40949	106417
2223	40968	106399
2224	40985	106377
2225	41003	106359
2226	41021	106339
2227	41040	106321
2228	41059	106304
2229	41077	106285
2230	41096	106267
2231	41113	106247
2232	41132	106230
2233	41152	106215
2234	41171	106197
2235	41189	106179
2236	41209	106164
2237	41226	106141
2238	41244	106122
2239	41262	106103
2240	41282	106088
2241	41302	106073
2242	41321	106058
2243	41339	106039
2244	41358	106022
2245	41379	106009
2246	41398	105992
2247	41416	105973
2248	41435	105955
2249	41454	105939
2250	41472	105920
2251	41491	105902
2252	41509	105884
2253	41530	105870
2254	41551	105858
2255	41569	105841
2256	41588	105822
2257	41606	105804
2258	41625	105787
2259	41645	105771
2260	41663	105752
2261	41680	105730
2262	41698	105711
2263	41716	105692
2264	41735	105674
2265	41754	105656
2266	41774	105642
2267	41791	105621
2268	41809	105601
2269	41827	105581
2270	41845	105563
2271	41864	105546
2272	41883	105527
2273	41901	105509
2274	41919	105490
2275	41937	105470
2276	41955	105450
2277	41974	105432
2278	41994	105418
2279	42013	105403
2280	42031	105383
2281	42050	105366
2282	42068	105347
2283	42087	105329
2284	42106	105312
2285	42125	105296
2286	42143	105275
2287	42161	105256
2288	42181	105241
2289	42199	105221
2290	42217	105203
2291	42237	105188
2292	42255	105169
2293	42273	105149
2294	42292	105131
2295	42311	105116
2296	42330	105098
2297	42349	105082
2298	42368	105064
2299	42386	105045
2300	42405	105027
2301	42423	105008
2302	42442	104991
2303	42462	104976
2304	42481	104959
2305	42502	104946
2306	42520	104928
2307	42540	104914
2308	42559	104896
2309	42578	104879
2310	42597	104862
2311	42616	104844
2312	42636	104830
2313	42655	104813
2314	42674	104797
2315	42693	104780
2316	42715	104769
2317	42734	104752
2318	42754	104737
2319	42773	104722
2320	42792	104704
2321	42810	104685
2322	42830	104669
2323	42850	104654
2324	42868	104637
2325	42888	104620
2326	42907	104604
2327	42926	104586
2328	42945	104569
2329	42964	104553
2330	42984	104537
2331	43003	104521
2332	43021	104503
2333	43040	104485
2334	43060	104470
2335	43080	104456
2336	43099	104437
2337	43117	104419
2338	43137	104403
2339	43157	104388
2340	43176	104372
2341	43194	104353
2342	43213	104335
2343	43232	104318
2344	43250	104299
2345	43269	104280
2346	43288	104264
2347	43307	104246
2348	43325	104228
2349	43343	104209
2350	43362	104192
2351	43383	104178
2352	43400	104157
2353	43418	104138
2354	43438	104124
2355	43457	104106
2356	43476	104088
2357	43492	104065
2358	43510	104044
2359	43528	104025
2360	43547	104007
2361	43565	103989
2362	43584	103972
2363	43603	103954
2364	43621	103935
2365	43638	103914
2366	43657	103896
2367	43676	103879
2368	43695	103862
2369	43713	103843
2370	43732	103824
2371	43750	103806
2372	43768	103786
2373	43786	103767
2374	43807	103754
2375	43826	103736
2376	43843	103716
2377	43862	103698
2378	43880	103678
2379	43898	103659
2380	43917	103642
2381	43936	103625
2382	43953	103604
2383	43971	103584
2384	43990	103565
2385	44008	103546
2386	44026	103528
2387	44045	103509
2388	44063	103490
2389	44080	103469
2390	44099	103451
2391	44116	103431
2392	44136	103414
2393	44155	103399
2394	44173	103378
2395	44191	103359
2396	44209	103341
2397	44228	103322
2398	44245	103301
2399	44264	103283
2400	44282	103264
2401	44301	103246
2402	44318	103225
2403	44336	103206
2404	44354	103186
2405	44373	103170
2406	44392	103151
2407	44411	103134
2408	44430	103117
2409	44448	103097
2410	44465	103077
2411	44484	103058
2412	44503	103041
2413	44522	103024
2414	44540	103006
2415	44560	102990
2416	44577	102969
2417	44598	102955
2418	44618	102940
2419	44636	102922
2420	44654	102902
2421	44670	102879
2422	44689	102862
2423	44708	102843
2424	44726	102824
2425	44744	102804
2426	44763	102788
2427	44780	102766
2428	44799	102748
2429	44817	102729
2430	44835	102710
2431	44854	102693
2432	44873	102676
2433	44891	102657
2434	44909	102637
2435	44928	102618
2436	44947	102602
2437	44964	102582
2438	44981	102560
2439	45001	102544
2440	45018	102523
2441	45037	102504
2442	45055	102486
2443	45074	102468
2444	45092	102448
2445	45112	102434
2446	45131	102417
2447	45149	102397
2448	45166	102376
2449	45185	102357
2450	45203	102340
2451	45223	102323
2452	45241	102304
2453	45259	102286
2454	45277	102266
2455	45295	102247
2456	45314	102228
2457	45333	102212
2458	45352	102194
2459	45369	102173
2460	45387	102154
2461	45405	102133
2462	45422	102113
2463	45441	102095
2464	45459	102076
2465	45478	102059
2466	45496	102040
2467	45514	102019
2468	45532	102000
2469	45551	101983
2470	45570	101965
2471	45589	101948
2472	45605	101926
2473	45623	101906
2474	45642	101888
2475	45659	101867
2476	45678	101850
2477	45697	101833
2478	45715	101812
2479	45733	101792
2480	45751	101774
2481	45770	101756
2482	45789	101739
2483	45807	101720
2484	45825	101701
2485	45843	101682
2486	45862	101663
2487	45880	101644
2488	45897	101624
2489	45917	101607
2490	45935	101589
2491	45954	101571
2492	45971	101550
2493	45988	101529
2494	46007	101511
2495	46025	101491
2496	46044	101474
2497	46064	101458
2498	46082	101439
2499	46099	101418
2500	46116	101397
2501	46135	101380
2502	46153	101360
2503	46172	101343
2504	46191	101325
2505	46208	101305
2506	46226	101286
2507	46244	101266
2508	46263	101247
2509	46281	101229
2510	46299	101210
2511	46318	101193
2512	46337	101174
2513	46353	101152
2514	46371	101133
2515	46389	101112
2516	46408	101094
2517	46426	101075
2518	46443	101055
2519	46460	101033
2520	46478	101013
2521	46496	100993
2522	46515	100977
2523	46533	100958
2524	46552	100941
2525	46572	100924
2526	46589	100903
2527	46606	100883
2528	46626	100867
2529	46645	100850
2530	46664	100832
2531	46684	100818
2532	46702	100798
2533	46721	100780
2534	46739	100762
2535	46757	100742
2536	46777	100727
2537	46797	100711
2538	46813	100688
2539	46831	100668
2540	46849	100649
2541	46868	100632
2542	46887	100616
2543	46906	100598
2544	46923	100577
2545	46941	100556
2546	46959	100538
2547	46979	100522
2548	46997	100503
2549	47017	100487
2550	47034	100467
2551	47052	100446
2552	47069	100426
2553	47087	100406
2554	47106	100388
2555	47123	100368
2556	47141	100348
2557	47158	100327
2558	47176	100307
2559	47194	100287
2560	47212	100268
2561	47230	100249
2562	47248	100230
2563	47265	100209
2564	47283	100190
2565	47303	100174
2566	47321	100153
2567	47339	100134
2568	47357	100116
2569	47376	100098
2570	47394	100078
2571	47412	100061
2572	47432	100044
2573	47449	100023
2574	47468	100006
2575	47487	99988
2576	47504	99968
2577	47523	99951
2578	47542	99933
2579	47561	99915
2580	47579	99896
2581	47598	99879
2582	47615	99858
2583	47635	99843
2584	47652	99822
2585	47671	99803
2586	47689	99785
2587	47708	99767
2588	47725	99746
2589	47744	99727
2590	47762	99708
2591	47780	99689
2592	47798	99670
2593	47816	99652
2594	47836	99635
2595	47853	99615
2596	47872	99596
2597	47890	99577
2598	47909	99560
2599	47927	99542
2600	47946	99524
2601	47964	99505
2602	47983	99488
2603	48001	99469
2604	48019	99449
2605	48039	99433
2606	48057	99414
2607	48076	99397
2608	48094	99378
2609	48113	99360
2610	48131	99340
2611	48148	99320
2612	48166	99301
2613	48183	99279
2614	48200	99258
2615	48219	99240
2616	48236	99219
2617	48253	99198
2618	48272	99181
2619	48292	99166
2620	48310	99145
2621	48328	99127
2622	48347	99109
2623	48364	99088
2624	48382	99068
2625	48401	99050
2626	48419	99031
2627	48437	99013
2628	48456	98995
2629	48474	98977
2630	48492	98956
2631	48511	98939
2632	48529	98919
2633	48546	98899
2634	48564	98880
2635	48582	98861
2636	48601	98843
2637	48620	98826
2638	48637	98805
2639	48652	98780
2640	48670	98760
2641	48687	98739
2642	48706	98721
2643	48724	98702
2644	48742	98682
2645	48760	98663
2646	48779	98646
2647	48798	98629
2648	48816	98608
2649	48833	98587
2650	48851	98568
2651	48868	98548
2652	48886	98529
2653	48906	98513
2654	48923	98492
2655	48941	98472
2656	48959	98453
2657	48979	98437
2658	48996	98417
2659	49014	98398
2660	49033	98380
2661	49050	98359
2662	49068	98339
2663	49088	98323
2664	49107	98307
2665	49125	98288
2666	49143	98269
2667	49161	98249
2668	49178	98227
2669	49197	98210
2670	49215	98190
2671	49233	98172
2672	49253	98155
2673	49271	98138
2674	49289	98117
2675	49307	98098
2676	49325	98079
2677	49343	98060
2678	49361	98041
2679	49380	98024
2680	49398	98004
2681	49417	97987
2682	49435	97967
2683	49453	97949
2684	49473	97933
2685	49491	97914
2686	49508	97893
2687	49526	97874
2688	49545	97856
2689	49564	97838
2690	49583	97822
2691	49600	97801
2692	49619	97783
2693	49636	97763
2694	49654	97743
2695	49672	97724
2696	49691	97706
2697	49710	97688
2698	49729	97671
2699	49749	97655
2700	49765	97633
2701	49784	97616
2702	49802	97596
2703	49821	97580
2704	49839	97559
2705	49858	97543
2706	49877	97525
2707	49895	97505
2708	49913	97487
2709	49932	97469
2710	49951	97452
2711	49971	97436
2712	49988	97416
2713	50007	97399
2714	50026	97380
2715	50044	97361
2716	50062	97343
2717	50080	97322
2718	50097	97302
2719	50115	97283
2720	50134	97264
2721	50151	97245
2722	50170	97226
2723	50189	97209
2724	50207	97189
2725	50225	97170
2726	50245	97155
2727	50263	97136
2728	50281	97117
2729	50300	97100
2730	50320	97084
2731	50337	97064
2732	50356	97046
2733	50374	97027
2734	50392	97008
2735	50412	96992
2736	50430	96972
2737	50448	96953
2738	50466	96934
2739	50484	96914
2740	50502	96896
2741	50520	96877
2742	50539	96859
2743	50555	96837
2744	50573	96816
2745	50591	96797
2746	50609	96779
2747	50628	96762
2748	50648	96746
2749	50666	96727
2750	50684	96707
2751	50702	96688
2752	50720	96669
2753	50739	96651
2754	50758	96634
2755	50775	96613
2756	50792	96591
2757	50810	96573
2758	50829	96555
2759	50847	96535
2760	50865	96517
2761	50883	96498
2762	50903	96483
2763	50923	96467
2764	50939	96444
2765	50957	96425
2766	50975	96405
2767	50992	96385
2768	51010	96365
2769	51028	96346
2770	51045	96325
2771	51061	96302
2772	51080	96285
2773	51098	96266
2774	51116	96247
2775	51134	96227
2776	51153	96209
2777	51171	96190
2778	51188	96169
2779	51205	96148
2780	51223	96129
2781	51242	96111
2782	51260	96092
2783	51278	96074
2784	51298	96057
2785	51316	96039
2786	51336	96022
2787	51354	96003
2788	51372	95984
2789	51391	95967
2790	51410	95950
2791	51428	95931
2792	51447	95912
2793	51465	95894
2794	51483	95874
2795	51501	95856
2796	51521	95840
2797	51539	95820
2798	51556	95801
2799	51575	95783
2800	51593	95763
2801	51610	95743
2802	51628	95723
2803	51647	95705
2804	51665	95687
2805	51684	95669
2806	51701	95648
2807	51719	95629
2808	51736	95609
2809	51755	95591
2810	51775	95575
2811	51794	95557
2812	51812	95538
2813	51829	95517
2814	51847	95498
2815	51866	95480
2816	51884	95462
2817	51903	95445
2818	51921	95426
2819	51939	95406
2820	51957	95388
2821	51975	95368
2822	51994	95350
2823	52012	95332
2824	52030	95312
2825	52048	95292
2826	52066	95274
2827	52085	95255
2828	52102	95235
2829	52120	95216
2830	52138	95197
2831	52157	95179
2832	52174	95159
2833	52192	95140
2834	52211	95122
2835	52230	95104
2836	52248	95086
2837	52268	95070
2838	52287	95052
2839	52306	95035
2840	52325	95018
2841	52343	94998
2842	52363	94983
2843	52382	94965
2844	52400	94946
2845	52417	94926
2846	52435	94907
2847	52454	94889
2848	52473	94872
2849	52492	94854
2850	52509	94834
2851	52527	94814
2852	52545	94796
2853	52565	94779
2854	52585	94764
2855	52604	94746
2856	52622	94728
2857	52640	94709
2858	52658	94689
2859	52677	94673
2860	52697	94657
2861	52716	94639
2862	52734	94620
2863	52752	94601
2864	52770	94582
2865	52790	94565
2866	52808	94546
2867	52840	94553
2868	52860	94537
2869	52878	94517
2870	52897	94500
2871	52916	94483
2872	52935	94466
2873	52953	94446
2874	52973	94431
2875	52992	94413
2876	53012	94398
2877	53031	94380
2878	53051	94364
2879	53068	94343
2880	53084	94320
2881	53101	94300
2882	53118	94279
2883	53135	94258
2884	53152	94236
2885	53168	94215
2886	53186	94195
2887	53203	94174
2888	53221	94154
2889	53237	94133
2890	53256	94114
2891	53274	94096
2892	53291	94075
2893	53309	94056
2894	53326	94034
2895	53342	94012
2896	53359	93991
2897	53377	93972
2898	53394	93951
2899	53411	93929
2900	53428	93909
2901	53444	93886
2902	53461	93865
2903	53477	93843
2904	53496	93825
2905	53512	93803
2906	53529	93782
2907	53546	93761
2908	53564	93742
2909	53581	93722
2910	53599	93702
2911	53616	93680
2912	53634	93662
2913	53656	93650
2914	53675	93633
2915	53695	93617
2916	53714	93599
2917	53733	93582
2918	53754	93568
2919	53772	93550
2920	53791	93532
2921	53810	93514
2922	53829	93497
2923	53849	93481
2924	53868	93463
2925	53885	93443
2926	53903	93424
2927	53922	93406
2928	53942	93390
2929	53961	93373
2930	53979	93354
2931	53997	93335
2932	54016	93317
2933	54035	93301
2934	54055	93284
2935	54074	93266
2936	54091	93246
2937	54112	93232
2938	54131	93215
2939	54149	93196
2940	54169	93180
2941	54186	93159
2942	54204	93139
2943	54223	93123
2944	54242	93105
2945	54261	93087
2946	54279	93068
2947	54297	93049
2948	54315	93030
2949	54333	93010
2950	54351	92993
2951	54370	92975
2952	54388	92956
2953	54407	92937
2954	54425	92919
2955	54443	92899
2956	54463	92883
2957	54481	92865
2958	54501	92849
2959	54519	92830
2960	54536	92810
2961	54555	92791
2962	54572	92772
2963	54591	92754
2964	54611	92738
2965	54629	92719
2966	54647	92699
2967	54664	92678
2968	54682	92660
2969	54701	92642
2970	54720	92624
2971	54738	92606
2972	54757	92589
2973	54775	92569
2974	54793	92550
2975	54813	92534
2976	54831	92515
2977	54850	92498
2978	54868	92479
2979	54886	92459
2980	54904	92440
2981	54923	92423
2982	54941	92404
2983	54959	92385
2984	54977	92365
2985	54995	92346
2986	55013	92327
2987	55031	92308
2988	55050	92291
2989	55068	92272
2990	55087	92254
2991	55106	92237
2992	55123	92216
2993	55142	92198
2994	55161	92182
2995	55180	92163
2996	55198	92144
2997	55216	92125
2998	55234	92105
2999	55252	92087
3000	55271	92069
3001	55289	92051
3002	55308	92033
3003	55327	92015
3004	55344	91995
3005	55362	91976
3006	55381	91959
3007	55401	91942
3008	55420	91925
3009	55438	91907
3010	55456	91887
3011	55475	91869
3012	55493	91851
3013	55512	91833
3014	55531	91816
3015	55550	91798
3016	55568	91779
3017	55587	91761
3018	55606	91743
3019	55625	91727
3020	55644	91709
3021	55661	91688
3022	55679	91670
3023	55701	91656
3024	55720	91639
3025	55739	91621
3026	55757	91602
3027	55775	91583
3028	55794	91566
3029	55814	91550
3030	55833	91533
3031	55851	91514
3032	55870	91496
3033	55890	91480
3034	55908	91461
3035	55928	91444
3036	55945	91425
3037	55964	91406
3038	55982	91388
3039	56001	91371
3040	56020	91353
3041	56040	91336
3042	56058	91318
3043	56076	91298
3044	56094	91280
3045	56113	91262
3046	56133	91246
3047	56152	91228
3048	56170	91210
3049	56188	91191
3050	56207	91173
3051	56226	91156
3052	56246	91140
3053	56264	91121
3054	56283	91102
3055	56303	91088
3056	56323	91072
3057	56342	91055
3058	56361	91036
3059	56378	91016
3060	56397	90998
3061	56417	90982
3062	56436	90965
3063	56455	90947
3064	56475	90931
3065	56493	90913
3066	56512	90895
3067	56530	90877
3068	56550	90860
3069	56569	90843
3070	56587	90824
3071	56606	90805
3072	56626	90790
3073	56645	90772
3074	56663	90753
3075	56682	90736
3076	56701	90718
3077	56721	90702
3078	56741	90686
3079	56759	90667
3080	56777	90648
3081	56796	90631
3082	56816	90614
3083	56835	90597
3084	56854	90580
3085	56873	90562
3086	56892	90544
3087	56911	90528
3088	56931	90511
3089	56948	90491
3090	56967	90473
3091	56986	90455
3092	57005	90438
3093	57024	90421
3094	57043	90402
3095	57061	90384
3096	57081	90367
3097	57100	90351
3098	57118	90332
3099	57139	90316
3100	57157	90298
3101	57175	90279
3102	57194	90261
3103	57213	90243
3104	57233	90227
3105	57252	90209
3106	57270	90190
3107	57288	90172
3108	57307	90154
3109	57327	90138
3110	57346	90120
3111	57364	90102
3112	57382	90082
3113	57401	90065
3114	57420	90047
3115	57440	90031
3116	57460	90015
3117	57478	89997
3118	57497	89979
3119	57517	89962
3120	57536	89946
3121	57555	89928
3122	57575	89911
3123	57593	89893
3124	57612	89875
3125	57631	89857
3126	57649	89839
3127	57668	89820
3128	57687	89803
3129	57708	89788
3130	57728	89772
3131	57746	89753
3132	57764	89735
3133	57783	89717
3134	57802	89700
3135	57821	89683
3136	57840	89665
3137	57859	89647
3138	57877	89627
3139	57896	89610
3140	57916	89594
3141	57934	89575
3142	57953	89557
3143	57971	89538
3144	57991	89522
3145	58011	89506
3146	58030	89488
3147	58049	89471
3148	58067	89452
3149	58086	89435
3150	58105	89416
3151	58123	89398
3152	58142	89381
3153	58160	89360
3154	58178	89342
3155	58199	89327
3156	58218	89310
3157	58237	89291
3158	58255	89273
3159	58274	89255
3160	58293	89238
3161	58312	89220
3162	58330	89201
3163	58348	89182
3164	58366	89163
3165	58386	89147
3166	58406	89131
3167	58425	89113
3168	58444	89095
3169	58462	89077
3170	58480	89058
3171	58501	89043
3172	58520	89024
3173	58538	89006
3174	58557	88988
3175	58575	88969
3176	58593	88951
3177	58612	88933
3178	58632	88917
3179	58650	88897
3180	58668	88878
3181	58687	88861
3182	58706	88844
3183	58727	88828
3184	58746	88811
3185	58763	88791
3186	58783	88774
3187	58803	88758
3188	58823	88741
3189	58841	88723
3190	58860	88705
3191	58880	88688
3192	58898	88670
3193	58917	88653
3194	58936	88635
3195	58955	88617
3196	58974	88600
3197	58994	88584
3198	59014	88568
3199	59032	88549
3200	59051	88530
3201	59070	88512
3202	59090	88496
3203	59109	88480
3204	59128	88462
3205	59147	88444
3206	59166	88427
3207	59186	88410
3208	59205	88392
3209	59223	88373
3210	59241	88354
3211	59260	88337
3212	59279	88320
3213	59299	88303
3214	59318	88285
3215	59336	88266
3216	59356	88250
3217	59375	88233
3218	59394	88215
3219	59413	88197
3220	59431	88178
3221	59450	88160
3222	59469	88143
3223	59489	88126
