iter	MultiClass
1514	0.5858314051
1515	0.585804664
1516	0.5857923128
1517	0.5857833191
1518	0.5857704882
1519	0.5857476444
1520	0.585732655
1521	0.5857292374
1522	0.5857163465
1523	0.5857105906
1524	0.5857016569
1525	0.5856878067
1526	0.5856720379
1527	0.5856659822
1528	0.5856589072
1529	0.5856526117
1530	0.5856433782
1531	0.585635104
1532	0.5856286286
1533	0.5856229327
1534	0.5856160375
1535	0.585604106
1536	0.5855888768
1537	0.5855779045
1538	0.5855702899
1539	0.5855607567
1540	0.5855488851
1541	0.5855431292
1542	0.5855356345
1543	0.5855151889
1544	0.5855078741
1545	0.585492465
1546	0.5854780152
1547	0.5854677025
1548	0.5854563106
1549	0.5854527132
1550	0.5854398223
1551	0.5854268714
1552	0.5853996507
1553	0.5853911367
1554	0.5853796848
1555	0.5853779461
1556	0.5853585798
1557	0.5853424512
1558	0.5853244639
1559	0.5853099542
1560	0.5852999413
1561	0.5852952046
1562	0.5852826136
1563	0.585267924
1564	0.5852598896
1565	0.585257971
1566	0.5852532943
1567	0.5852465191
1568	0.5852377053
1569	0.5852289515
1570	0.5852204376
1571	0.585212763
1572	0.5851805658
1573	0.5851667755
1574	0.5851625785
1575	0.5851439317
1576	0.5851415934
1577	0.5851320601
1578	0.5851191692
1579	0.5851140729
1580	0.5851083169
1581	0.5850961455
1582	0.5850900299
1583	0.5850784581
1584	0.5850561539
1585	0.5850493786
1586	0.585038946
1587	0.5850116054
1588	0.5850025518
1589	0.5849944575
1590	0.5849887016
1591	0.5849812069
1592	0.5849719734
1593	0.5849681961
1594	0.5849505686
1595	0.5849328212
1596	0.5849169324
1597	0.5849001443
1598	0.5848897716
1599	0.5848746623
1600	0.5848547564
1601	0.5848506193
1602	0.5848498399
1603	0.5848348505
1604	0.5848279554
1605	0.584822859
1606	0.5848141651
1607	0.5848063107
1608	0.5847995955
1609	0.5847900622
1610	0.5847791499
1611	0.5847702163
1612	0.5847576252
1613	0.5847513896
1614	0.5847441947
1615	0.5847294451
1616	0.5847222502
1617	0.5847113379
1618	0.584702764
1619	0.5846917918
1620	0.5846761428
1621	0.5846726653
1622	0.5846630721
1623	0.5846495217
1624	0.5846412475
1625	0.5846323139
1626	0.5846223609
1627	0.5846181039
1628	0.5846004164
1629	0.5845943607
1630	0.5845899239
1631	0.5845793713
1632	0.584577033
1633	0.5845645019
1634	0.5845512512
1635	0.584541658
1636	0.5845348229
1637	0.5845167157
1638	0.5845128184
1639	0.5845009468
1640	0.5844933922
1641	0.5844860774
1642	0.5844725869
1643	0.5844688696
1644	0.5844610751
1645	0.5844495632
1646	0.5844444668
1647	0.5844312162
1648	0.5844175459
1649	0.5844045351
1650	0.5844017171
1651	0.5843960811
1652	0.584382111
1653	0.5843686805
1654	0.5843612457
1655	0.5843464362
1656	0.5843334254
1657	0.5843249115
1658	0.5843172968
1659	0.5843035066
1660	0.5842966115
1661	0.5842937935
1662	0.584291695
1663	0.5842836007
1664	0.5842773651
1665	0.5842707698
1666	0.5842520031
1667	0.5842458274
1668	0.5842409709
1669	0.5842326967
1670	0.5842201056
1671	0.5842066152
1672	0.5842036773
1673	0.5841922853
1674	0.5841877286
1675	0.5841795144
1676	0.5841762767
1677	0.5841723794
1678	0.5841581695
1679	0.584151754
1680	0.5841380837
1681	0.5841307089
1682	0.5841196168
1683	0.584116439
1684	0.584107985
1685	0.5841031884
1686	0.5840986916
1687	0.584089638
1688	0.5840652353
1689	0.5840511452
1690	0.5840463486
1691	0.5840294406
1692	0.5840269823
1693	0.5840155304
1694	0.5840053377
1695	0.5839999415
1696	0.5839923868
1697	0.583969483
1698	0.5839657657
1699	0.583962468
1700	0.5839434015
1701	0.5839394443
1702	0.5839302108
1703	0.5839279325
1704	0.5839128231
1705	0.5838951357
1706	0.5838677351
1707	0.5838513666
1708	0.5838457906
1709	0.5838357777
1710	0.5838326599
1711	0.5838149724
1712	0.5837834947
1713	0.5837751606
1714	0.5837602312
1715	0.5837527964
1716	0.5837431433
1717	0.58373367
1718	0.5837285136
1719	0.5837235971
1720	0.5837083679
1721	0.5836975156
1722	0.5836871429
1723	0.5836641192
1724	0.5836567444
1725	0.5836430741
1726	0.5836319819
1727	0.5836157934
1728	0.5836133951
1729	0.5836102773
1730	0.5836062601
1731	0.5835681871
1732	0.5835528979
1733	0.5835498401
1734	0.5835408464
1735	0.583540067
1736	0.5835278956
1737	0.5835213602
1738	0.5835209405
1739	0.5835138655
1740	0.5835030732
1741	0.5834925207
1742	0.5834582849
1743	0.5834556468
1744	0.5834416766
1745	0.5834251883
1746	0.5834206915
1747	0.5834155351
1748	0.5834049227
1749	0.5834009655
1750	0.5833961089
1751	0.5833855564
1752	0.5833754835
1753	0.5833583356
1754	0.5833498217
1755	0.5833381899
1756	0.5833305753
1757	0.5833124681
1758	0.5833094702
1759	0.5832974787
1760	0.5832824893
1761	0.5832808105
1762	0.5832699582
1763	0.5832508917
1764	0.5832269686
1765	0.5832043047
1766	0.5831972297
1767	0.5831767242
1768	0.5831495035
1769	0.5831405098
1770	0.5831316961
1771	0.5831182056
1772	0.5831084325
1773	0.5830867878
1774	0.5830803124
1775	0.5830777942
1776	0.5830707792
1777	0.5830592074
1778	0.5830496741
1779	0.5830408604
1780	0.583038582
1781	0.5830195155
1782	0.5830151985
1783	0.5830068045
1784	0.5830020678
1785	0.582993314
1786	0.5829814424
1787	0.5829781448
1788	0.5829630354
1789	0.582946727
1790	0.5829171679
1791	0.5829054162
1792	0.5828961828
1793	0.58288599
1794	0.5828772362
1795	0.5828595487
1796	0.5828447392
1797	0.5828424008
1798	0.5828396428
1799	0.5828205763
1800	0.582804088
1801	0.5827982721
1802	0.5827893384
1803	0.5827792655
1804	0.582771591
1805	0.5827624774
1806	0.5827564217
1807	0.582751745
1808	0.5827445501
1809	0.5827337577
1810	0.5827281217
1811	0.5827157705
1812	0.5826993421
1813	0.5826898088
1814	0.5826773976
1815	0.5826704426
1816	0.5826643269
1817	0.582655633
1818	0.5826483182
1819	0.5826469392
1820	0.5826278727
1821	0.5826077869
1822	0.5826000524
1823	0.5825874613
1824	0.5825646175
1825	0.5825579022
1826	0.5825515467
1827	0.5825399149
1828	0.58253278
1829	0.5825210283
1830	0.5825152724
1831	0.582510236
1832	0.5825007027
1833	0.5824908697
1834	0.5824782186
1835	0.5824694648
1836	0.5824493191
1837	0.5824401456
1838	0.5824316316
1839	0.5824230577
1840	0.5824105865
1841	0.5824015929
1842	0.5823982952
1843	0.5823955371
1844	0.5823912202
1845	0.5823828861
1846	0.5823765306
1847	0.582373173
1848	0.5823602821
1849	0.5823566247
1850	0.5823475711
1851	0.5823327016
1852	0.5823280249
1853	0.5823163332
1854	0.5823023631
1855	0.5822674678
1856	0.5822606326
1857	0.582248821
1858	0.5822421057
1859	0.5822208808
1860	0.582217763
1861	0.5822120071
1862	0.5822096088
1863	0.5822069107
1864	0.5822008549
1865	0.5821916215
1866	0.5821851461
1867	0.5821627819
1868	0.5821488118
1869	0.5821383192
1870	0.5821297453
1871	0.5821161349
1872	0.5821045031
1873	0.582100426
1874	0.5820980277
1875	0.5820935909
1876	0.5820887343
1877	0.5820727256
1878	0.5820625928
1879	0.5820574365
1880	0.5820562973
1881	0.5820444257
1882	0.5820338731
1883	0.5820272778
1884	0.5820202028
1885	0.5820127681
1886	0.5820094105
1887	0.5820041942
1888	0.5819935817
1889	0.581986027
1890	0.5819823096
1891	0.5819793717
1892	0.581973376
1893	0.5819630033
1894	0.5819573673
1895	0.5819496927
1896	0.5819384207
1897	0.5819166561
1898	0.5819121593
1899	0.5819058638
1900	0.5818962106
1901	0.5818902748
1902	0.5818850585
1903	0.5818761848
1904	0.5818607157
1905	0.5818543602
1906	0.5818457263
1907	0.5818386513
1908	0.5818356535
1909	0.5818276791
1910	0.581823602
1911	0.5818056747
1912	0.5818016575
1913	0.5817752762
1914	0.5817687408
1915	0.5817568093
1916	0.5817517129
1917	0.5817311474
1918	0.5817101623
1919	0.5817048261
1920	0.5816981108
1921	0.5816903163
1922	0.5816774854
1923	0.5816600378
1924	0.5816550013
1925	0.5816536223
1926	0.5816476865
1927	0.5816401318
1928	0.5816275408
1929	0.5816181874
1930	0.5816007997
1931	0.5815677631
1932	0.5815657245
1933	0.5815574504
1934	0.5815532533
1935	0.5815501356
1936	0.5815459385
1937	0.5815335273
1938	0.5815301697
1939	0.5815121225
1940	0.581508585
1941	0.5815048076
1942	0.5815016299
1943	0.5814926363
1944	0.5814786661
1945	0.5814678738
1946	0.5814598994
1947	0.581454803
1948	0.5814380149
1949	0.5814267429
1950	0.581422306
1951	0.5814085758
1952	0.5814079762
1953	0.5814022203
1954	0.5813935864
1955	0.5813853122
1956	0.5813712822
1957	0.5813678046
1958	0.5813624684
1959	0.5813569523
1960	0.5813493976
1961	0.581344721
1962	0.5813395646
1963	0.5813366866
1964	0.581327693
1965	0.5813157615
1966	0.5813061083
1967	0.5812981339
1968	0.5812914786
1969	0.581281106
1970	0.5812728918
1971	0.581269834
1972	0.5812648575
1973	0.5812610802
1974	0.5812529259
1975	0.5812427931
1976	0.5812396154
1977	0.5812285232
1978	0.5812046601
1979	0.5812010626
1980	0.5811976451
1981	0.5811918292
1982	0.5811759404
1983	0.5811676663
1984	0.5811570538
1985	0.5811504585
1986	0.581138407
1987	0.5811343299
1988	0.5811293534
1989	0.581124197
1990	0.5811092077
1991	0.5811009335
1992	0.5810859441
1993	0.5810741924
1994	0.5810675372
1995	0.5810646592
1996	0.5810449332
1997	0.5810388175
1998	0.5810337211
1999	0.5810279052
2000	0.5810222092
2001	0.581018252
2002	0.5810117167
2003	0.5810068601
2004	0.5810006245
2005	0.5809847957
2006	0.5809734038
2007	0.5809648898
2008	0.5809621318
2009	0.580954757
2010	0.5809354507
2011	0.5809260373
2012	0.5809216604
2013	0.5809165041
2014	0.5809117075
2015	0.5809045725
2016	0.580899596
2017	0.5808873047
2018	0.5808821484
2019	0.5808710562
2020	0.5808539084
2021	0.5808433558
2022	0.5808338825
2023	0.5808313643
2024	0.5808168546
2025	0.5808088802
2026	0.5808033641
2027	0.5807956896
2028	0.5807778222
2029	0.580769728
2030	0.5807534195
2031	0.5807420276
2032	0.5807341132
2033	0.5807278776
2034	0.5807220017
2035	0.5807169653
2036	0.580711689
2037	0.5806980787
2038	0.5806926225
2039	0.5806860272
2040	0.5806662412
2041	0.58065389
2042	0.5806478942
2043	0.58062559
2044	0.5806089218
2045	0.5806019667
2046	0.5805904549
2047	0.5805846989
2048	0.580580322
2049	0.5805781036
2050	0.5805617352
2051	0.5805370327
2052	0.5805266001
2053	0.5805191054
2054	0.580508253
2055	0.5805008183
2056	0.5804933836
2057	0.5804891266
2058	0.5804788738
2059	0.5804752764
2060	0.5804581285
2061	0.5804541713
2062	0.5804369035
2063	0.5804253317
2064	0.5804131603
2065	0.5804002095
2066	0.5803922352
2067	0.580382522
2068	0.5803652543
2069	0.5803531428
2070	0.5803518837
2071	0.5803409115
2072	0.5803296395
2073	0.5803213653
2074	0.5803107528
2075	0.5802997806
2076	0.5802955836
2077	0.5802919861
2078	0.5802771766
2079	0.58027232
2080	0.5802656648
2081	0.5802395233
2082	0.5802223154
2083	0.5802185981
2084	0.5802075059
2085	0.5802030691
2086	0.5801980926
2087	0.5801849619
2088	0.5801713515
2089	0.580163617
2090	0.5801584007
2091	0.5801536041
2092	0.5801464691
2093	0.5801352571
2094	0.5801281821
2095	0.5801193083
2096	0.5801156509
2097	0.5801054582
2098	0.5801007215
2099	0.5800934067
2100	0.5800857321
2101	0.5800803959
2102	0.5800648069
2103	0.5800459203
2104	0.5800382457
2105	0.580013783
2106	0.5800121042
2107	0.5800049693
2108	0.5799941769
2109	0.5799649176
2110	0.5799556842
2111	0.5799467505
2112	0.5799369175
2113	0.5799314613
2114	0.5799214484
2115	0.5799173713
2116	0.5799062192
2117	0.5798963262
2118	0.5798924889
2119	0.5798844546
2120	0.5798800777
2121	0.5798676065
2122	0.5798586728
2123	0.5798523773
2124	0.5798453623
2125	0.5798255763
2126	0.5798150837
2127	0.5798084884
2128	0.5797993748
2129	0.5797938587
2130	0.5797830664
2131	0.5797705952
2132	0.5797583039
2133	0.5797556058
2134	0.579742595
2135	0.5797391175
2136	0.5797278454
2137	0.5797220296
2138	0.5797059609
2139	0.579701644
2140	0.5796942093
2141	0.5796855754
2142	0.5796785004
2143	0.5796662091
2144	0.5796491811
2145	0.5796399477
2146	0.5796319733
2147	0.5796171638
2148	0.5796015149
2149	0.57959432
2150	0.5795877246
2151	0.5795745939
2152	0.5795666795
2153	0.5795613433
2154	0.5795535488
2155	0.5795375401
2156	0.5795289063
2157	0.5795214715
2158	0.5795112188
2159	0.5794899338
2160	0.5794857968
2161	0.5794810601
2162	0.5794775826
2163	0.5794636125
2164	0.5794494625
2165	0.5794444261
2166	0.5794395695
2167	0.579433214
2168	0.5794234409
2169	0.579419064
2170	0.5794131282
2171	0.5793995178
2172	0.5793949611
2173	0.5793873465
2174	0.5793773335
2175	0.5793679802
2176	0.5793588067
2177	0.5793529308
2178	0.5793490935
2179	0.579341419
2180	0.579332845
2181	0.5793297872
2182	0.5793121597
2183	0.5793022667
2184	0.5792973502
2185	0.5792864379
2186	0.5792787034
2187	0.5792699496
2188	0.5792629345
2189	0.5792569388
2190	0.5792451271
2191	0.579232536
2192	0.5792260606
2193	0.5792204246
2194	0.5792161077
2195	0.5792110113
2196	0.5791969213
2197	0.5791786342
2198	0.5791709596
2199	0.5791557904
2200	0.5791547111
2201	0.5791448781
2202	0.5791349851
2203	0.5791243726
2204	0.5791186167
2205	0.579105486
2206	0.5791035673
2207	0.5791003896
2208	0.579098351
2209	0.5790922953
2210	0.5790853402
2211	0.5790810832
2212	0.5790748477
2213	0.5790634557
2214	0.579061657
2215	0.579056021
2216	0.5790493657
2217	0.5790479867
2218	0.5790421708
2219	0.5790308988
2220	0.5790237638
2221	0.579017828
2222	0.5790098537
2223	0.5790034382
2224	0.5789948643
2225	0.5789861105
2226	0.5789753181
2227	0.5789671039
2228	0.5789452194
2229	0.5789396434
2230	0.5789322086
2231	0.578926093
2232	0.578920337
2233	0.5789017502
2234	0.5788883796
2235	0.578876628
2236	0.5788563623
2237	0.5788524051
2238	0.5788465293
2239	0.5788421524
2240	0.5788371159
2241	0.5788183492
2242	0.5788060579
2243	0.5788051586
2244	0.5788004219
2245	0.5787886702
2246	0.5787821948
2247	0.5787796166
2248	0.5787717022
2249	0.5787567728
2250	0.5787499976
2251	0.5787299718
2252	0.578716901
2253	0.5787001729
2254	0.5786937574
2255	0.5786899801
2256	0.5786757701
2257	0.5786669564
2258	0.5786550248
2259	0.5786462111
2260	0.5786407549
2261	0.5786375172
2262	0.5786277441
2263	0.5786168918
2264	0.5786028018
2265	0.5785937482
2266	0.5785833156
2267	0.5785821764
2268	0.5785661677
2269	0.5785593925
2270	0.578553097
2271	0.5785393067
2272	0.5785352296
2273	0.5785348099
2274	0.5785259362
2275	0.5785212595
2276	0.5785154436
2277	0.5785046513
2278	0.578488103
2279	0.5784750922
2280	0.5784539272
2281	0.5784411562
2282	0.5784319227
2283	0.5784222096
2284	0.5784108177
2285	0.5784051817
2286	0.5783936698
2287	0.5783894128
2288	0.5783767618
2289	0.5783681879
2290	0.5783589544
2291	0.5783561963
2292	0.5783475625
2293	0.5783413269
2294	0.5783388087
2295	0.5783248385
2296	0.5783206415
2297	0.578315725
2298	0.57830871
2299	0.5782980375
2300	0.5782898833
2301	0.5782816691
2302	0.5782780117
2303	0.5782638617
2304	0.5782537888
2305	0.5782374804
2306	0.5782290264
2307	0.5782220113
2308	0.5782180541
2309	0.5782077414
2310	0.5782028849
2311	0.5781910133
2312	0.5781748247
2313	0.5781651116
2314	0.5781541993
2315	0.5781498824
2316	0.5781446661
2317	0.578134953
2318	0.5781311157
2319	0.578119364
2320	0.5781131884
2321	0.5781061733
2322	0.5780993981
2323	0.5780811111
2324	0.5780752952
2325	0.5780688198
2326	0.5780560488
2327	0.5780523914
2328	0.5780396804
2329	0.5780285283
2330	0.5780126395
2331	0.5779948321
2332	0.5779892561
2333	0.5779807421
2334	0.5779694701
2335	0.5779501638
2336	0.5779468061
2337	0.5779108916
2338	0.5779036966
2339	0.5778993797
2340	0.5778941634
2341	0.5778937437
2342	0.5778819321
2343	0.5778771954
2344	0.5778743174
2345	0.5778589084
2346	0.5778286897
2347	0.5778157389
2348	0.5778112421
2349	0.5778065054
2350	0.5777997902
2351	0.577790137
2352	0.5777840813
2353	0.5777821027
2354	0.5777699313
2355	0.5777621968
2356	0.5777519441
2357	0.577749246
2358	0.5777460682
2359	0.5777293401
2360	0.5777178282
2361	0.5777099738
2362	0.577698282
2363	0.577692766
2364	0.5776920465
2365	0.5776843119
2366	0.5776772369
2367	0.5776690827
2368	0.5776574509
2369	0.5776384444
2370	0.5776369455
2371	0.5776284914
2372	0.5776194978
2373	0.5776086455
2374	0.5776007311
2375	0.5775886796
2376	0.5775829237
2377	0.5775744097
2378	0.577572611
2379	0.5775675146
2380	0.5775563025
2381	0.5775464095
2382	0.5775394545
2383	0.5775350776
2384	0.5775263238
2385	0.577521707
2386	0.577510435
2387	0.57750342
2388	0.5774929874
2389	0.5774840537
2390	0.5774703834
2391	0.5774617495
2392	0.5774420234
2393	0.5774279334
2394	0.5774265544
2395	0.5774210982
2396	0.5774121046
2397	0.5773911195
2398	0.5773803271
2399	0.5773695347
2400	0.5773671364
2401	0.5773556846
2402	0.5773489693
2403	0.5773433333
2404	0.577335299
2405	0.5773204895
2406	0.5773173717
2407	0.577306999
2408	0.5772987848
2409	0.5772795984
2410	0.5772754014
2411	0.5772706048
2412	0.5772530372
2413	0.577246202
2414	0.5772366688
2415	0.5772262362
2416	0.5772206601
2417	0.5772077093
2418	0.5771993752
2419	0.5771918205
2420	0.5771873237
2421	0.5771858248
2422	0.5771713151
2423	0.577155906
2424	0.5771482314
2425	0.5771398973
2426	0.5771296446
2427	0.5771124367
2428	0.5771040427
2429	0.5771015844
2430	0.5770941497
2431	0.5770906721
2432	0.5770760425
2433	0.577073884
2434	0.5770723851
2435	0.5770644107
2436	0.5770534385
2437	0.577044205
2438	0.5770392286
2439	0.5770342521
2440	0.5770319137
2441	0.5770236995
2442	0.5770180036
2443	0.5770053525
2444	0.5769822089
2445	0.5769782517
2446	0.5769675193
2447	0.5769645814
2448	0.5769562473
2449	0.576939759
2450	0.5769319645
2451	0.5769239302
2452	0.5769152363
2453	0.5769108594
2454	0.5769066624
2455	0.5769021056
2456	0.5768946709
2457	0.576888855
2458	0.5768842982
2459	0.5768756044
2460	0.5768729662
2461	0.5768650518
2462	0.5768561781
2463	0.5768426877
2464	0.5768330345
2465	0.5768191244
2466	0.5768120494
2467	0.5768028759
2468	0.5767982591
2469	0.5767931627
2470	0.5767878265
2471	0.5767768543
2472	0.5767713382
2473	0.5767594666
2474	0.5767555094
2475	0.5767498134
2476	0.5767438177
2477	0.5767378819
2478	0.5767043656
2479	0.5766940529
2480	0.5766842198
2481	0.5766763654
2482	0.5766732476
2483	0.5766578385
2484	0.5766555002
2485	0.5766460269
2486	0.5766417099
2487	0.5766337955
2488	0.5766306777
2489	0.5766222837
2490	0.5766136498
2491	0.5766043564
2492	0.5765972814
2493	0.5765861892
2494	0.576580913
2495	0.57657102
2496	0.5765570499
2497	0.576551174
2498	0.5765457179
2499	0.5765397821
2500	0.5765280304
2501	0.5765226342
2502	0.5765118419
2503	0.576501709
2504	0.5764965527
2505	0.5764886982
2506	0.5764821029
2507	0.5764734091
2508	0.576462137
2509	0.5764531434
2510	0.5764379142
2511	0.5764271218
2512	0.5764201667
2513	0.576418368
2514	0.5764060168
2515	0.5764019996
2516	0.5763952844
2517	0.5763846719
2518	0.5763805348
2519	0.5763729202
2520	0.576370402
2521	0.5763641064
2522	0.5763543333
2523	0.5763401234
2524	0.5763233952
2525	0.5763073866
2526	0.5763019304
2527	0.5762874807
2528	0.5762775877
2529	0.5762702729
2530	0.5762618188
2531	0.5762491678
2532	0.5762404739
2533	0.5762338786
2534	0.5762160113
2535	0.576206418
2536	0.5762033003
2537	0.576192388
2538	0.5761875914
2539	0.5761791374
2540	0.5761753001
2541	0.5761637882
2542	0.5761553942
2543	0.5761496982
2544	0.5761420836
2545	0.5761360878
2546	0.5761289529
2547	0.5761172612
2548	0.5761084474
2549	0.5761026915
2550	0.5760848841
2551	0.5760794879
2552	0.5760728326
2553	0.5760691752
2554	0.5760574835
2555	0.5760475905
2556	0.5760419545
2557	0.5760335004
2558	0.5760311021
2559	0.5760264854
2560	0.5760212691
2561	0.5760163526
2562	0.5760052604
2563	0.5760049606
2564	0.5759979456
2565	0.5759924295
2566	0.5759764209
2567	0.5759654486
2568	0.5759589732
2569	0.5759487205
2570	0.5759430245
2571	0.5759298338
2572	0.5759213798
2573	0.5759114868
2574	0.5759006945
2575	0.5758953582
2576	0.5758918207
2577	0.5758848657
2578	0.5758845059
2579	0.5758641203
2580	0.5758574651
2581	0.5758524886
2582	0.575846193
2583	0.5758343814
2584	0.5758267068
2585	0.5758256875
2586	0.5758064412
2587	0.5757912719
2588	0.5757841969
2589	0.5757791005
2590	0.5757732846
2591	0.5757635116
2592	0.5757591347
2593	0.5757472031
2594	0.5757380296
2595	0.5757333529
2596	0.5757211216
2597	0.5756938409
2598	0.5756814297
2599	0.575673935
2600	0.5756630826
2601	0.5756594852
2602	0.5756475536
2603	0.5756351424
2604	0.5756295664
2605	0.5756218318
2606	0.5756144571
2607	0.5756099003
2608	0.5756008467
2609	0.5755870565
2610	0.5755775232
2611	0.5755739857
2612	0.5755658914
2613	0.575563673
2614	0.5755600756
2615	0.5755516815
2616	0.5755404694
2617	0.5755348334
2618	0.5755235014
2619	0.5755167862
2620	0.5755091116
2621	0.5754865676
2622	0.5754755354
2623	0.5754714583
2624	0.5754692399
2625	0.5754565289
2626	0.5754481947
2627	0.5754378221
2628	0.5754332653
2629	0.5754258905
2630	0.5754182759
2631	0.5753982501
2632	0.5753830209
2633	0.5753748667
2634	0.5753694705
2635	0.5753632349
2636	0.5753547809
2637	0.5753508237
2638	0.5753466266
2639	0.575344708
2640	0.575336194
2641	0.5753302582
2642	0.5753170676
2643	0.5753163481
2644	0.5753126907
2645	0.5752987805
2646	0.5752957227
2647	0.5752856498
2648	0.5752801937
2649	0.5752756969
2650	0.575272639
2651	0.575269821
2652	0.5752630458
2653	0.5752532128
2654	0.5752439793
2655	0.575235945
2656	0.5752296494
2657	0.5752165187
2658	0.5752015893
2659	0.5751945743
2660	0.5751904972
2661	0.5751834821
2662	0.575173709
2663	0.575162497
2664	0.5751587197
2665	0.5751445097
2666	0.5751368951
2667	0.5751298801
2668	0.5751194475
2669	0.575110214
2670	0.5750940854
2671	0.5750886293
2672	0.5750795757
2673	0.57507352
2674	0.5750669846
2675	0.57505937
2676	0.5750589503
2677	0.5750504363
2678	0.5750427617
2679	0.5750342478
2680	0.5750283719
2681	0.5750142819
2682	0.5750115838
2683	0.5750072069
2684	0.5749980334
2685	0.574995815
2686	0.5749931768
2687	0.5749836436
2688	0.5749764487
2689	0.5749705728
2690	0.5749628383
2691	0.5749455705
2692	0.5749381957
2693	0.5749240458
2694	0.5749163712
2695	0.5749116345
2696	0.5748961055
2697	0.5748895702
2698	0.5748863325
2699	0.5748815958
2700	0.5748786579
2701	0.5748641482
2702	0.5748594115
2703	0.5748480795
2704	0.5748401052
2705	0.5748374071
2706	0.5748256554
2707	0.5748174412
2708	0.5748118052
2709	0.5748007131
2710	0.5747917794
2711	0.5747820063
2712	0.574773972
2713	0.5747709741
2714	0.5747583231
2715	0.5747531667
2716	0.5747482502
2717	0.574733021
2718	0.5747294835
2719	0.5747170123
2720	0.5747083784
2721	0.5747062799
2722	0.5746908708
2723	0.5746711448
2724	0.574665149
2725	0.5746423052
2726	0.5746357698
2727	0.5746155042
2728	0.5746078896
2729	0.5746036925
2730	0.5745977567
2731	0.5745890029
2732	0.5745783305
2733	0.5745704161
2734	0.5745611826
2735	0.5745585445
2736	0.5745469127
2737	0.5745412767
2738	0.5745292852
2739	0.5745258676
2740	0.5745166941
2741	0.5745089596
2742	0.5745001458
2743	0.5744949295
2744	0.5744854562
2745	0.5744723855
2746	0.5744579357
2747	0.5744472632
2748	0.5744410277
2749	0.5744310747
2750	0.5744129675
2751	0.5744079311
2752	0.5744021752
2753	0.5743942008
2754	0.574386826
2755	0.5743837082
2756	0.5743816697
2757	0.5743715968
2758	0.5743627231
2759	0.5743593055
2760	0.5743507316
2761	0.5743485731
2762	0.574340179
2763	0.5743300462
2764	0.5743278278
2765	0.5743241104
2766	0.5743154166
2767	0.574306363
2768	0.5743011467
2769	0.57429647
2770	0.574292213
2771	0.5742906541
2772	0.5742804014
2773	0.5742633135
2774	0.574247005
2775	0.5742332148
2776	0.5741955015
2777	0.574186268
2778	0.5741803922
2779	0.5741630045
2780	0.5741567689
2781	0.5741372227
2782	0.5741303276
2783	0.5741263704
2784	0.574114199
2785	0.5741080234
2786	0.5741026272
2787	0.5740937535
2788	0.5740924944
2789	0.5740864387
2790	0.5740851795
2791	0.5740804429
2792	0.5740762459
2793	0.5740682116
2794	0.5740644342
2795	0.5740561001
2796	0.5740436889
2797	0.5740370336
2798	0.5740353548
2799	0.5740300186
2800	0.5740278002
2801	0.5740156288
2802	0.5740051362
2803	0.5739962025
2804	0.5739857699
2805	0.5739789348
2806	0.5739744379
2807	0.5739676028
2808	0.5739638254
2809	0.5739542922
2810	0.5739466776
2811	0.5739406818
2812	0.5739348659
2813	0.5739287503
2814	0.5739104033
2815	0.5739007501
2816	0.5738953539
2817	0.5738883389
2818	0.5738800647
2819	0.5738743088
2820	0.5738636364
2821	0.5738553023
2822	0.573849966
2823	0.5738377947
2824	0.5738340173
2825	0.5738300601
2826	0.5738270623
2827	0.5738087752
2828	0.5738059572
2829	0.5737996616
2830	0.5737957044
2831	0.5737870106
2832	0.5737644666
2833	0.573755353
2834	0.5737385049
2835	0.5737320895
2836	0.5737255541
2837	0.5737181194
2838	0.5737029501
2839	0.5736970743
2840	0.5736865217
2841	0.5736742304
2842	0.5736694338
2843	0.5736679948
2844	0.5736659563
2845	0.5736566029
2846	0.5736506671
2847	0.5736459904
2848	0.5736431724
2849	0.5736340589
2850	0.5736286627
2851	0.5736242858
2852	0.5736142729
2853	0.5736077375
2854	0.5736021614
2855	0.5735930479
2856	0.5735863926
2857	0.5735791977
2858	0.5735666066
2859	0.5735456215
2860	0.5735368677
2861	0.5735255357
2862	0.5735219982
2863	0.5735085077
2864	0.5735030516
2865	0.573493998
2866	0.5734849444
2867	0.573474212
2868	0.5734677366
2869	0.5734646188
2870	0.5734559849
2871	0.5734436337
2872	0.5734341004
2873	0.5734326015
2874	0.5734278648
2875	0.5734118562
2876	0.573395188
2877	0.5733912308
2878	0.5733869738
2879	0.573379599
2880	0.5733762414
2881	0.5733646096
2882	0.5733572348
2883	0.5733401469
2884	0.573327316
2885	0.5733180825
2886	0.5733176029
2887	0.573310348
2888	0.5733056114
2889	0.5732925406
2890	0.573277791
2891	0.5732759324
2892	0.5732717353
2893	0.5732589044
2894	0.5732550072
2895	0.573245414
2896	0.5732419964
2897	0.5732265273
2898	0.5732181333
2899	0.5732069812
2900	0.573197268
2901	0.5731904928
2902	0.5731885742
2903	0.5731762229
2904	0.5731708867
2905	0.5731695077
2906	0.5731681287
2907	0.573163452
2908	0.5731587153
2909	0.5731505011
2910	0.5731395289
2911	0.5731374304
2912	0.5731325738
2913	0.5731221412
2914	0.5731134474
2915	0.5731078713
2916	0.573105533
2917	0.5731019955
2918	0.5730911432
2919	0.5730810703
2920	0.5730733358
2921	0.5730690188
2922	0.5730646419
2923	0.5730545091
2924	0.5730441364
2925	0.5730395197
2926	0.5730373612
