iter	MultiClass
226	0.6162406802
227	0.6161245424
228	0.61604324
229	0.6159303998
230	0.6158588105
231	0.6157718121
232	0.6157129937
233	0.6156497984
234	0.6155827059
235	0.6154683069
236	0.6154153044
237	0.615343895
238	0.6152791408
239	0.6151965193
240	0.6151520308
241	0.6150906342
242	0.6150067536
243	0.614938342
244	0.6148163884
245	0.6147506149
246	0.614664396
247	0.6145871706
248	0.6145236156
249	0.6144907589
250	0.6144233666
251	0.6143773791
252	0.6143045906
253	0.6142062003
254	0.614131673
255	0.6140868248
256	0.6140445547
257	0.614000306
258	0.6139574963
259	0.6138911233
260	0.6138425577
261	0.6137429082
262	0.6136974604
263	0.6136255713
264	0.6135601576
265	0.6134977418
266	0.613425373
267	0.6133303403
268	0.6132630679
269	0.6132126436
270	0.6131561635
271	0.613080617
272	0.6130135245
273	0.6129502693
274	0.6128681874
275	0.6128147052
276	0.6127447348
277	0.61269503
278	0.6126378304
279	0.6125800913
280	0.6125411189
281	0.6124806817
282	0.6124429684
283	0.6123806725
284	0.6123306079
285	0.6122524832
286	0.6121876091
287	0.6121141611
288	0.6120381349
289	0.6119862716
290	0.6119185796
291	0.6118827849
292	0.6118375169
293	0.6117671867
294	0.6116607021
295	0.6116248475
296	0.6115812583
297	0.6114845468
298	0.6114437157
299	0.611389514
300	0.6113530599
301	0.6112972993
302	0.6112448964
303	0.6111933929
304	0.6111426688
305	0.6111067542
306	0.6110536918
307	0.6110102225
308	0.6109684921
309	0.6108916265
310	0.6108473178
311	0.6108025295
312	0.6107554629
313	0.6106456206
314	0.6106136033
315	0.6105775088
316	0.6105117953
317	0.6104547157
318	0.6104198204
319	0.6103684968
320	0.6103403167
321	0.610303203
322	0.6102193823
323	0.6101870652
324	0.6101295059
325	0.6100960496
326	0.6100239207
327	0.6099849483
328	0.6099317659
329	0.6098908149
330	0.6098421293
331	0.6098054353
332	0.6097718591
333	0.6097271307
334	0.6096830619
335	0.6095910271
336	0.6095570911
337	0.6095123628
338	0.6094579813
339	0.6094169103
340	0.6093542547
341	0.6093039503
342	0.6092822457
343	0.6092411148
344	0.6092215686
345	0.6091780994
346	0.6091281547
347	0.6090786298
348	0.6090550665
349	0.6089980468
350	0.608971006
351	0.6089448045
352	0.6089049927
353	0.6088852067
354	0.6088569067
355	0.6088115189
356	0.6087751846
357	0.6087299766
358	0.6086585072
359	0.6085785837
360	0.6085388319
361	0.608508973
362	0.6084703004
363	0.608431268
364	0.6083838416
365	0.6083237041
366	0.6082536737
367	0.6081899388
368	0.6081541442
369	0.6081067777
370	0.6080493384
371	0.607996216
372	0.6079489094
373	0.6079062796
374	0.6078670674
375	0.6078445233
376	0.6077942789
377	0.6077599232
378	0.6077043426
379	0.6076491816
380	0.6076191429
381	0.6075676993
382	0.6075036046
383	0.6074660113
384	0.6074143278
385	0.6073478349
386	0.6072730678
387	0.6072241425
388	0.6071718595
389	0.6071111225
390	0.6070485867
391	0.6070012203
392	0.6069075066
393	0.6068488681
394	0.6068196088
395	0.606764268
396	0.6067272142
397	0.6066947172
398	0.6066552052
399	0.606629963
400	0.6065926095
401	0.6065655686
402	0.606528335
403	0.6064861249
404	0.6064436749
405	0.6064182529
406	0.6063823383
407	0.6063560769
408	0.6063181837
409	0.6062879052
410	0.6062349027
411	0.6061968296
412	0.6061441869
413	0.6061121696
414	0.6060675012
415	0.6060316466
416	0.6060049654
417	0.6059824214
418	0.6059423698
419	0.6059093331
420	0.6058673628
421	0.6058314483
422	0.6057927157
423	0.6057619575
424	0.6056996016
425	0.605667884
426	0.6056265733
427	0.6055795066
428	0.6055316605
429	0.6054506578
430	0.605388182
431	0.6053420747
432	0.6052924898
433	0.605268087
434	0.605234211
435	0.6051949988
436	0.6051453539
437	0.6051036235
438	0.6050640515
439	0.6050313146
440	0.6049745948
441	0.60492483
442	0.6048883159
443	0.6048629538
444	0.6048280585
445	0.6047989191
446	0.6047453171
447	0.6046653936
448	0.6046354748
449	0.6046029179
450	0.6045651446
451	0.6045178981
452	0.6044797051
453	0.6044602189
454	0.6044186083
455	0.6043761584
456	0.6043409633
457	0.6043163207
458	0.6042773483
459	0.6042529456
460	0.6042316007
461	0.6042089967
462	0.6041786582
463	0.6041643283
464	0.6041283538
465	0.6040748117
466	0.6040528672
467	0.6040002844
468	0.6039471021
469	0.6039240784
470	0.6038813886
471	0.6038651401
472	0.6038082404
473	0.6037806599
474	0.6037292763
475	0.6036964195
476	0.6036591259
477	0.6036246503
478	0.6035709883
479	0.6035441273
480	0.6035154676
481	0.603496581
482	0.6034461567
483	0.6033905161
484	0.6033619763
485	0.6033118517
486	0.6032636459
487	0.6032292302
488	0.6032198169
489	0.6031821635
490	0.603134857
491	0.6031085357
492	0.6030734005
493	0.603033109
494	0.6030145222
495	0.6029768689
496	0.6029313011
497	0.6029137935
498	0.6028805171
499	0.602863669
500	0.6028458616
501	0.6028210991
502	0.602766118
503	0.6027196509
504	0.6026936893
505	0.602637569
506	0.6025973375
507	0.6025705964
508	0.6025239494
509	0.6024865959
510	0.6024527798
511	0.6024266983
512	0.6023892848
513	0.6023575672
514	0.6023410189
515	0.6023008474
516	0.6022769843
517	0.6022634938
518	0.602235014
519	0.6022173265
520	0.6021890865
521	0.6021613861
522	0.602123313
523	0.602100769
524	0.6020827817
525	0.6020507044
526	0.601999021
527	0.6019851708
528	0.6019622071
529	0.6019214359
530	0.6018847419
531	0.6018637568
532	0.6018339579
533	0.6018063774
534	0.6017650067
535	0.6017427024
536	0.6017010319
537	0.6016591216
538	0.6016496483
539	0.6016174511
540	0.6016061791
541	0.6015759005
542	0.6015625899
543	0.6015363285
544	0.6015064697
545	0.6014712746
546	0.6014504093
547	0.6014243878
548	0.6014044819
549	0.6013822376
550	0.6013480618
551	0.6013176633
552	0.6012648407
553	0.6012328234
554	0.6011948103
555	0.6011770029
556	0.6011377307
557	0.6011164457
558	0.6010988182
559	0.6010648223
560	0.6010317257
561	0.6010148776
562	0.6009856783
563	0.6009625347
564	0.6009184659
565	0.600888667
566	0.6008592278
567	0.6008273304
568	0.6008138999
569	0.6007726491
570	0.6007468673
571	0.6007208458
572	0.6006864901
573	0.6006560916
574	0.6006334876
575	0.6006126224
576	0.6005872004
577	0.6005765879
578	0.6005365362
579	0.6005189687
580	0.6005035596
581	0.6004786772
582	0.6004590711
583	0.6004177603
584	0.6003946167
585	0.6003720127
586	0.6003212286
587	0.600295207
588	0.6002748814
589	0.6002443031
590	0.6002154035
591	0.6002004141
592	0.6001621612
593	0.6001451932
594	0.6001140153
595	0.6000701863
596	0.6000538179
597	0.6000271368
598	0.5999966784
599	0.599971676
600	0.5999527295
601	0.5999171746
602	0.5998795812
603	0.5998606946
604	0.5998346131
605	0.599814947
606	0.5997931224
607	0.5997567882
608	0.5997313661
609	0.5997058842
610	0.5996755457
611	0.5996663722
612	0.5996313569
613	0.5996022176
614	0.5995907657
615	0.5995628854
616	0.5995341657
617	0.5995177973
618	0.5995017287
619	0.5994625764
620	0.599441951
621	0.5994310987
622	0.5994293
623	0.5994019593
624	0.5993878093
625	0.5993547128
626	0.5993461988
627	0.5993033291
628	0.599266815
629	0.5992350974
630	0.5991972642
631	0.5991713625
632	0.5991355679
633	0.5991304115
634	0.5990805268
635	0.5990610406
636	0.5990422739
637	0.5990162523
638	0.5989975456
639	0.598984295
640	0.5989486802
641	0.5989347101
642	0.5989114465
643	0.5988793692
644	0.5988701358
645	0.5988469322
646	0.598833082
647	0.59882181
648	0.5987973473
649	0.5987501007
650	0.5987292955
651	0.5987071112
652	0.5986818091
653	0.5986560273
654	0.5986376203
655	0.5985996073
656	0.5985749047
657	0.5985716071
658	0.5985289173
659	0.5985091313
660	0.598499598
661	0.5984744159
662	0.5984427583
663	0.5984178159
664	0.5983970107
665	0.5983820213
666	0.5983604365
667	0.5983390317
668	0.5982860292
669	0.5982653439
670	0.5982457377
671	0.5982230138
672	0.5982026283
673	0.5981895575
674	0.5981712105
675	0.5981683325
676	0.5981574802
677	0.5981346364
678	0.5981150303
679	0.5980912271
680	0.5980680835
681	0.5980528543
682	0.5980335479
683	0.5979955348
684	0.5979912179
685	0.5979743099
686	0.5979500271
687	0.597930361
688	0.5978873114
689	0.5978708231
690	0.5978424632
691	0.5978227971
692	0.5978093666
693	0.5977906599
694	0.597773512
695	0.5977462913
696	0.597721229
697	0.5977112161
698	0.5977071989
699	0.5976871731
700	0.5976432242
701	0.5976281149
702	0.5975936393
703	0.5975775707
704	0.597565879
705	0.5975492707
706	0.5975337417
707	0.5974987865
708	0.5974764822
709	0.5974604736
710	0.597442906
711	0.5974270772
712	0.5973993169
713	0.5973857665
714	0.5973532695
715	0.59733834
716	0.5973065026
717	0.5972759842
718	0.597242348
719	0.597236712
720	0.5972201637
721	0.5971889857
722	0.5971802319
723	0.5971636237
724	0.5971572082
725	0.5971322059
726	0.5971070837
727	0.5970940729
728	0.597060077
729	0.5970398713
730	0.5970235628
731	0.5970091131
732	0.5969898067
733	0.5969701407
734	0.5969392625
735	0.5969225344
736	0.5969057462
737	0.5968887782
738	0.596873549
739	0.5968492063
740	0.5968358957
741	0.5968051974
742	0.5967883493
743	0.5967559123
744	0.5967275524
745	0.596695535
746	0.5966667554
747	0.5966339586
748	0.5966011618
749	0.596586772
750	0.5965636884
751	0.5965539153
752	0.5965280136
753	0.5964910198
754	0.5964576234
755	0.5964239872
756	0.5964067794
757	0.59639191
758	0.5963658884
759	0.5963444236
760	0.5963360295
761	0.5963038323
762	0.5962808686
763	0.5962681575
764	0.5962555065
765	0.5962376991
766	0.5962255277
767	0.5961990265
768	0.5961927909
769	0.596148902
770	0.5961339126
771	0.5961259382
772	0.5961156855
773	0.5961122679
774	0.5961040537
775	0.5960966789
776	0.5960704775
777	0.5960327042
778	0.5960189739
779	0.5959949309
780	0.5959914534
781	0.5959763441
782	0.5959558986
783	0.5959402497
784	0.5959183651
785	0.5959013972
786	0.5958724377
787	0.5958585875
788	0.5958477351
789	0.5958274095
790	0.5958109812
791	0.5957951524
792	0.595794193
793	0.5957778846
794	0.5957453876
795	0.5957376531
796	0.5957338757
797	0.595709473
798	0.5956859696
799	0.5956751773
800	0.5956139007
801	0.5955974123
802	0.5955672537
803	0.5955497461
804	0.5955319387
805	0.5955278616
806	0.5955188679
807	0.5955067565
808	0.595493326
809	0.5954781567
810	0.5954671845
811	0.5954536941
812	0.5954399638
813	0.5954153212
814	0.5954009914
815	0.5953946958
816	0.5953741903
817	0.5953367768
818	0.5953178302
819	0.5953046396
820	0.5953005025
821	0.595285693
822	0.5952554744
823	0.5952422237
824	0.5952322708
825	0.5952140437
826	0.5951919194
827	0.5951691355
828	0.5951417349
829	0.5951335806
830	0.5951228482
831	0.5951152936
832	0.5951078589
833	0.5950907709
834	0.5950785396
835	0.5950689464
836	0.5950484409
837	0.5950366892
838	0.5950226592
839	0.5950056312
840	0.5949972372
841	0.5949877039
842	0.5949814683
843	0.5949430955
844	0.5949276264
845	0.5949017248
846	0.5948589151
847	0.5948435659
848	0.594829356
849	0.5948159255
850	0.5948000967
851	0.5947924821
852	0.5947732957
853	0.5947641222
854	0.5947456552
855	0.5947270684
856	0.5947236508
857	0.5947014066
858	0.5946918733
859	0.5946741858
860	0.5946376717
861	0.5946242412
862	0.5946112304
863	0.5945958813
864	0.5945605662
865	0.5945449173
866	0.5945308273
867	0.594522733
868	0.5945022275
869	0.5944938934
870	0.5944825015
871	0.594430938
872	0.5944178673
873	0.5943941241
874	0.5943902868
875	0.5943726593
876	0.5943422608
877	0.5943223549
878	0.5942999307
879	0.5942887786
880	0.5942821833
881	0.5942574208
882	0.5942322986
883	0.5942212065
884	0.5941866109
885	0.594175219
886	0.5941381053
887	0.5941141223
888	0.5940981735
889	0.5940745503
890	0.5940508071
891	0.5940434323
892	0.5940149525
893	0.5939956461
894	0.5939896504
895	0.5939699243
896	0.5939667466
897	0.5939621298
898	0.5939341896
899	0.5939196199
900	0.5938833456
901	0.5938779494
902	0.5938668573
903	0.5938536067
904	0.5938407158
905	0.5938311226
906	0.5938179319
907	0.5938060603
908	0.5937892122
909	0.5937732036
910	0.5937672078
911	0.5937652892
912	0.5937386081
913	0.5937181026
914	0.5937095286
915	0.5936910018
916	0.5936744535
917	0.5936576654
918	0.5936469929
919	0.5936403376
920	0.5936339821
921	0.5936147357
922	0.5935754635
923	0.5935580759
924	0.5935462043
925	0.5935231206
926	0.5935093304
927	0.5935016558
928	0.5934868463
929	0.5934738355
930	0.5934655613
931	0.5934536298
932	0.5934422978
933	0.5934258694
934	0.5934163362
935	0.5934029656
936	0.5933942718
937	0.5933747256
938	0.5933624943
939	0.5933456462
940	0.5933349738
941	0.5933293378
942	0.593314828
943	0.5932828107
944	0.593256909
945	0.5932438383
946	0.5932108616
947	0.5931993498
948	0.593197551
949	0.5931852597
950	0.5931715295
951	0.5931645744
952	0.5931505443
953	0.5931333965
954	0.5931070151
955	0.5930751177
956	0.5930672633
957	0.593039323
958	0.593030869
959	0.5930215756
960	0.5930059866
961	0.5929848816
962	0.5929760079
963	0.5929504659
964	0.5929412924
965	0.5929251039
966	0.5929192281
967	0.5928932664
968	0.5928661656
969	0.5928505766
970	0.5928403839
971	0.5928220968
972	0.5928031502
973	0.5927892401
974	0.5927727517
975	0.5927544647
976	0.5927379164
977	0.5927203488
978	0.5927081175
979	0.5926723828
980	0.592657933
981	0.5926413248
982	0.5926143439
983	0.5926060098
984	0.5925837055
985	0.5925678168
986	0.592559063
987	0.5925426346
988	0.5925320821
989	0.5925245274
990	0.5925187116
991	0.592512476
992	0.592502583
993	0.5924750625
994	0.5924529381
995	0.5924396275
996	0.5924316532
997	0.5924225396
998	0.592413486
999	0.5924013147
1000	0.592382428
1001	0.5923650403
1002	0.5923495113
1003	0.5923426762
1004	0.5923263677
1005	0.5923198323
1006	0.592315995
1007	0.5923099993
1008	0.5922897936
1009	0.5922846972
1010	0.59228074
1011	0.5922706072
1012	0.5922530996
1013	0.5922364913
1014	0.5922089708
1015	0.5922033348
1016	0.5921879257
1017	0.5921827693
1018	0.5921773732
1019	0.5921662211
1020	0.5921472145
1021	0.5921315656
1022	0.5921074627
1023	0.5921016468
1024	0.5920911542
1025	0.5920877966
1026	0.5920687301
1027	0.5920611155
1028	0.5920568585
1029	0.5920494837
1030	0.592027899
1031	0.5920155477
1032	0.5919851492
1033	0.5919715988
1034	0.5919437785
1035	0.5919211146
1036	0.5918898767
1037	0.591878065
1038	0.5918579193
1039	0.5918510841
1040	0.5918395123
1041	0.5918149897
1042	0.5917953236
1043	0.5917880687
1044	0.5917860901
1045	0.5917762571
1046	0.5917663041
1047	0.5917543726
1048	0.5917463982
1049	0.5917345266
1050	0.5917139012
1051	0.5916968133
1052	0.5916826034
1053	0.5916726504
1054	0.5916644962
1055	0.5916305003
1056	0.5916188085
1057	0.5915947656
1058	0.5915770781
1059	0.5915731808
1060	0.5915577118
1061	0.5915499173
1062	0.5915421228
1063	0.5915292919
1064	0.5915070477
1065	0.591496735
1066	0.5914701738
1067	0.5914645977
1068	0.5914480494
1069	0.5914313812
1070	0.5913808969
1071	0.5913784387
1072	0.5913671667
1073	0.5913632694
1074	0.5913555349
1075	0.5913361686
1076	0.5913276546
1077	0.591311586
1078	0.5912994146
1079	0.5912820869
1080	0.5912594829
1081	0.5912401166
1082	0.5912116368
1083	0.5911939493
1084	0.5911862147
1085	0.5911721847
1086	0.5911624716
1087	0.5911559961
1088	0.5911444243
1089	0.5911326127
1090	0.5911119273
1091	0.5910892634
1092	0.5910779914
1093	0.591072775
1094	0.5910599441
1095	0.5910349418
1096	0.591033263
1097	0.5910097597
1098	0.5909842177
1099	0.5909769629
1100	0.5909650913
1101	0.5909573567
1102	0.590928697
1103	0.5909199432
1104	0.5909136477
1105	0.5908893049
1106	0.5908834291
1107	0.5908689193
1108	0.5908575274
1109	0.5908436772
1110	0.5908261096
1111	0.5908095014
1112	0.5907651328
1113	0.5907520621
1114	0.590729578
1115	0.5907144087
1116	0.5906750766
1117	0.5906608067
1118	0.5906540914
1119	0.5906392219
1120	0.5906275902
1121	0.5906085237
1122	0.5905906563
1123	0.5905885578
1124	0.5905702108
1125	0.5905598981
1126	0.5905497053
1127	0.5905467674
1128	0.5905276409
1129	0.5905196066
1130	0.5905026386
1131	0.5904890882
1132	0.590468223
1133	0.5904604884
1134	0.5904375247
1135	0.5904333876
1136	0.5904147408
1137	0.5904068264
1138	0.5903785864
1139	0.5903714515
1140	0.5903558025
1141	0.5903418924
1142	0.5903360166
1143	0.5903250443
1144	0.5903082562
1145	0.5902963246
1146	0.5902762988
1147	0.5902631681
1148	0.5902541745
1149	0.5902426027
1150	0.5902268938
1151	0.5902173006
1152	0.5901994332
1153	0.5901619598
1154	0.5901361181
1155	0.5901144134
1156	0.590107938
1157	0.5900876124
1158	0.5900731626
1159	0.5900494794
1160	0.5900168625
1161	0.5900084684
1162	0.5899810678
1163	0.5899718343
1164	0.5899683568
1165	0.5899542668
1166	0.5899360397
1167	0.5899103179
1168	0.5898940094
1169	0.589884776
1170	0.5898596537
1171	0.5898532383
1172	0.5898320733
1173	0.5898110282
1174	0.589798557
1175	0.5897791907
1176	0.5897728352
1177	0.5897636017
1178	0.5897445952
1179	0.5897342225
1180	0.5897200126
1181	0.589712338
1182	0.5896984279
1183	0.5896848775
1184	0.5896805605
1185	0.5896644319
1186	0.589657237
1187	0.5896441063
1188	0.5896231212
1189	0.5896042345
1190	0.5895916435
1191	0.5895792322
1192	0.5895655619
1193	0.5895397802
1194	0.5895313861
1195	0.5895199342
1196	0.5895048249
1197	0.5894952917
1198	0.5894836599
1199	0.5894774243
1200	0.58946933
1201	0.5894427089
1202	0.5894386318
1203	0.5894202248
1204	0.589411471
1205	0.5893885672
1206	0.589363385
1207	0.5893353249
1208	0.5893202755
1209	0.5893157787
1210	0.5893003696
1211	0.589280044
1212	0.5892742881
1213	0.5892513843
1214	0.5892474271
1215	0.5892394527
1216	0.5892356155
1217	0.5892266818
1218	0.5892072555
1219	0.5891947844
1220	0.5891751782
1221	0.5891658249
1222	0.5891459789
1223	0.5891333878
1224	0.5891225355
1225	0.5891110237
1226	0.5891007709
1227	0.589088
1228	0.5890754688
1229	0.5890489076
1230	0.5890445307
1231	0.589025704
1232	0.5890177896
1233	0.5890049587
1234	0.5889731213
1235	0.5889598706
1236	0.5889532753
1237	0.5889406243
1238	0.5889370868
1239	0.5889262944
1240	0.588922697
1241	0.5889101658
1242	0.5889066283
1243	0.5888979944
1244	0.5888878616
1245	0.5888705938
1246	0.588846311
1247	0.5888335401
1248	0.5888056598
1249	0.5887942079
1250	0.588792709
1251	0.5887894713
1252	0.5887783192
1253	0.5887682463
1254	0.5887613512
1255	0.5887455823
1256	0.5887376679
1257	0.5887145243
1258	0.5887057105
1259	0.5886935991
1260	0.588686644
1261	0.588671115
1262	0.5886592434
1263	0.5886489307
1264	0.5886336416
1265	0.5886233888
1266	0.5886178727
1267	0.5886080996
1268	0.5886025835
1269	0.5885899925
1270	0.588573684
1271	0.5885639709
1272	0.588545444
1273	0.588531354
1274	0.5885215209
1275	0.5885064716
1276	0.5884984373
1277	0.5884870453
1278	0.5884779917
1279	0.5884611437
1280	0.5884466939
1281	0.5884245096
1282	0.588411259
1283	0.5883920726
1284	0.5883680895
1285	0.5883661709
1286	0.5883511815
1287	0.5883147873
1288	0.5883011169
1289	0.5882927229
1290	0.588281271
1291	0.5882616049
1292	0.5882478147
1293	0.588237502
1294	0.5882322857
1295	0.5882112406
1296	0.5882086624
1297	0.5882003283
1298	0.5881878571
1299	0.5881804823
1300	0.5881687306
1301	0.588154041
1302	0.5881472658
1303	0.5881380923
1304	0.588131437
1305	0.5881161479
1306	0.5881126703
1307	0.5881035568
1308	0.5880881477
1309	0.5880769356
1310	0.5880726187
1311	0.5880650041
1312	0.5880512738
1313	0.5880375435
1314	0.5880298689
1315	0.5880097232
1316	0.588008644
1317	0.587993115
1318	0.5879795645
1319	0.587974648
1320	0.5879646951
1321	0.5879501853
1322	0.5879372945
1323	0.587925243
1324	0.5879086947
1325	0.5879018595
1326	0.5878874697
1327	0.5878852513
1328	0.587863007
1329	0.5878521547
1330	0.5878481376
1331	0.5878397435
1332	0.5878307499
1333	0.5878238548
1334	0.5878129425
1335	0.5878020302
1336	0.5877808652
1337	0.5877704925
1338	0.5877646167
1339	0.5877496273
1340	0.5877463296
1341	0.587742972
1342	0.5877314002
1343	0.5877241453
1344	0.5877059782
1345	0.587697824
1346	0.5876831943
1347	0.5876797168
1348	0.587662449
1349	0.5876578323
1350	0.5876431427
1351	0.5876321704
1352	0.5876205387
1353	0.5876080075
1354	0.5875912794
1355	0.5875813864
1356	0.5875595618
1357	0.5875583627
1358	0.5875500885
1359	0.5875391163
1360	0.5875316216
1361	0.5875142939
1362	0.5875012231
1363	0.5874939683
1364	0.5874925293
1365	0.5874796384
1366	0.5874705249
1367	0.5874645291
1368	0.587453437
1369	0.5874512185
1370	0.5874397067
1371	0.5874248372
1372	0.5874086487
1373	0.5874029527
1374	0.5873913209
1375	0.587358704
1376	0.5873518689
1377	0.5873328023
1378	0.5873257873
1379	0.5873190121
1380	0.5873127166
1381	0.5873028835
1382	0.5872954488
1383	0.5872629518
1384	0.5872536584
1385	0.5872468232
1386	0.5872095296
1387	0.5871914224
1388	0.5871728356
1389	0.5871460945
1390	0.587131285
1391	0.5871140772
1392	0.5871005867
1393	0.5870882954
1394	0.5870764838
1395	0.5870502823
1396	0.5870357126
1397	0.5870305563
1398	0.587023961
1399	0.5870046546
1400	0.5869945818
1401	0.586978753
1402	0.5869770142
1403	0.586970239
1404	0.5869624445
1405	0.586953211
1406	0.5869435579
1407	0.5869387013
1408	0.5869359433
1409	0.5869187354
1410	0.5869001486
1411	0.5868806024
1412	0.5868708294
1413	0.5868590177
1414	0.5868460669
1415	0.5868288591
1416	0.5868269404
1417	0.5868054756
1418	0.5867967218
1419	0.5867909659
1420	0.5867805932
1421	0.5867769358
1422	0.5867692013
1423	0.5867585288
1424	0.5867495952
1425	0.5867315479
1426	0.5867235136
1427	0.5867151196
1428	0.5867115821
1429	0.586708824
1430	0.5866998304
1431	0.5866886783
1432	0.5866808838
1433	0.5866592391
1434	0.5866555218
1435	0.5866409521
1436	0.5866356158
1437	0.586632618
1438	0.5866227849
1439	0.5866047977
1440	0.5866009004
1441	0.5865931059
1442	0.5865844121
1443	0.5865767975
1444	0.5865628274
1445	0.5865571914
1446	0.5865546731
1447	0.5865348871
1448	0.5865245744
1449	0.586513962
1450	0.5865043088
1451	0.5864974137
1452	0.5864927969
1453	0.5864885999
1454	0.5864790667
1455	0.5864698332
1456	0.5864611993
1457	0.5864534648
1458	0.5864311606
1459	0.5864288222
1460	0.586426244
1461	0.5864166508
1462	0.5864082568
1463	0.5864039398
1464	0.5863905093
1465	0.5863731816
1466	0.5863648475
1467	0.5863612501
1468	0.5863326503
1469	0.5863252755
1470	0.5863069885
1471	0.5862875622
1472	0.5862855836
1473	0.5862797078
1474	0.5862753309
1475	0.5862683758
1476	0.5862555449
1477	0.586245472
1478	0.5862329409
1479	0.5862159729
1480	0.5862132748
1481	0.5862076388
1482	0.5861990049
1483	0.5861954674
1484	0.5861881526
1485	0.5861796986
1486	0.5861551759
1487	0.5861472615
1488	0.5861362293
1489	0.5861261565
1490	0.5861149444
1491	0.5861052313
1492	0.5860979764
1493	0.5860804088
1494	0.5860739934
1495	0.5860647599
1496	0.586059064
1497	0.5860546871
1498	0.5860465328
1499	0.5860233892
1500	0.5860128367
1501	0.5860007252
1502	0.5859922113
1503	0.5859871149
1504	0.5859761426
1505	0.5859537785
1506	0.5859357313
1507	0.5859286563
1508	0.5859199025
1509	0.5859144463
1510	0.5858961593
1511	0.5858830286
1512	0.5858706773
1513	0.5858595252
